matchday,trap_type,h_rank,a_rank,h_points,a_points,h_gd,a_gd,h_gs,a_gs,h_gc,a_gc,won
16,GRAVITY_AWAY_DOG,6,16,23,6,12,-24,26,11,14,35,True
17,GRAVITY_HOME_DOG,16,12,6,20,-27,-4,11,12,38,16,False
20,GRAVITY_AWAY_DOG,10,13,26,20,-1,-8,24,15,25,23,True
21,GRAVITY_HOME_DOG,13,1,20,38,-9,14,16,31,25,17,True
22,GRAVITY_AWAY_DOG,9,13,28,20,-8,-13,20,16,28,29,True
23,GRAVITY_HOME_DOG,14,15,20,19,-17,-11,16,18,33,29,False
25,CRUSHER_AWAY_FAV,16,2,15,47,-35,10,18,34,53,24,False
27,GRAVITY_AWAY_DOG,15,14,20,21,-16,-23,23,18,39,41,True
28,GRAVITY_AWAY_DOG,8,15,39,21,-3,-26,35,18,38,44,True
29,GRAVITY_HOME_DOG,15,8,21,39,-30,0,18,35,48,35,True
8,GRAVITY_HOME_DOG,16,5,2,11,-8,6,4,15,12,9,True
11,GRAVITY_AWAY_DOG,1,16,23,7,11,-8,21,6,10,14,True
12,GRAVITY_HOME_DOG,14,13,8,8,-8,-7,9,10,17,17,True
14,GRAVITY_HOME_DOG,13,12,12,12,-11,-3,9,14,20,17,False
19,GRAVITY_HOME_DOG,16,9,12,24,-18,-2,9,25,27,27,False
24,GRAVITY_AWAY_DOG,10,16,26,17,-7,-11,27,21,34,32,False
26,CRUSHER_AWAY_FAV,16,2,21,49,-17,21,18,44,35,23,True
27,GRAVITY_AWAY_DOG,1,16,58,21,26,-18,53,18,27,36,True
28,GRAVITY_HOME_DOG,16,6,21,43,-19,8,18,34,37,26,False
13,CRUSHER_AWAY_FAV,14,3,10,23,-9,11,9,28,18,17,True
14,GRAVITY_AWAY_DOG,10,14,16,10,-12,-10,14,9,26,19,False
15,GRAVITY_HOME_DOG,16,1,10,38,-13,26,11,38,24,12,True
16,GRAVITY_HOME_DOG,16,13,10,13,-15,-9,12,10,27,19,True
19,GRAVITY_HOME_DOG,15,4,13,33,-15,8,11,32,26,24,True
20,GRAVITY_HOME_DOG,14,15,14,13,-14,-16,15,12,29,28,True
21,GRAVITY_AWAY_DOG,3,15,37,14,9,-15,35,16,26,31,False
24,GRAVITY_AWAY_DOG,6,13,39,22,12,-14,35,22,23,36,True
24,GRAVITY_AWAY_DOG,10,15,25,17,-8,-17,21,12,29,29,True
25,GRAVITY_HOME_DOG,13,4,22,45,-15,15,22,45,37,30,False
11,GRAVITY_AWAY_DOG,14,13,9,10,-4,-2,10,14,14,16,True
15,CRUSHER_AWAY_FAV,16,1,7,32,-19,19,8,27,27,8,True
16,GRAVITY_AWAY_DOG,10,14,17,13,-4,-9,15,15,19,24,True
16,GRAVITY_HOME_DOG,16,9,7,17,-24,-1,8,19,32,20,True
17,GRAVITY_AWAY_DOG,13,16,13,7,-8,-25,17,8,25,33,True
17,GRAVITY_HOME_DOG,14,12,13,17,-10,-11,16,9,26,20,False
18,GRAVITY_HOME_DOG,16,6,7,30,-26,8,9,25,35,17,True
19,GRAVITY_AWAY_DOG,14,16,16,7,-11,-28,18,9,29,37,True
20,GRAVITY_HOME_DOG,16,14,7,17,-29,-18,9,9,38,27,False
21,GRAVITY_HOME_DOG,14,8,17,26,-21,0,9,23,30,23,False
29,GRAVITY_HOME_DOG,13,9,30,36,-4,-11,28,18,32,29,False
12,GRAVITY_AWAY_DOG,13,14,12,9,-10,-5,13,14,23,19,True
13,GRAVITY_AWAY_DOG,15,14,9,9,-14,-8,7,14,21,22,True
16,GRAVITY_HOME_DOG,13,14,16,14,-5,-7,16,16,21,23,True
17,GRAVITY_AWAY_DOG,15,14,13,16,-18,-6,9,16,27,22,False
19,GRAVITY_HOME_DOG,13,2,19,33,-2,16,15,31,17,15,True
20,GRAVITY_AWAY_DOG,8,13,26,19,5,-6,18,15,13,21,False
27,GRAVITY_AWAY_DOG,11,15,33,18,3,-22,24,24,21,46,True
28,GRAVITY_HOME_DOG,16,3,18,47,-23,17,24,41,47,24,True
28,GRAVITY_HOME_DOG,14,15,21,19,-22,-33,26,19,48,52,True
28,GRAVITY_AWAY_DOG,11,13,35,26,-2,-12,34,23,36,35,True
29,GRAVITY_HOME_DOG,13,14,26,22,-13,-22,24,27,37,49,True
29,GRAVITY_AWAY_DOG,1,16,60,18,27,-24,49,25,22,49,True
30,GRAVITY_AWAY_DOG,8,16,42,18,-8,-26,38,25,46,51,True
11,CRUSHER_HOME_FAV,2,15,20,6,7,-7,18,6,11,13,True
12,GRAVITY_HOME_DOG,16,5,6,19,-11,8,6,17,17,9,True
13,GRAVITY_AWAY_DOG,2,16,26,6,9,-13,21,6,12,19,True
14,GRAVITY_HOME_DOG,16,3,6,27,-16,10,6,26,22,16,True
15,GRAVITY_AWAY_DOG,13,16,14,6,-2,-17,19,7,21,24,True
17,GRAVITY_HOME_DOG,15,14,14,15,-14,-11,8,20,22,31,True
18,GRAVITY_AWAY_DOG,11,15,19,14,-2,-15,25,9,27,24,False
20,GRAVITY_HOME_DOG,15,2,15,34,-11,12,21,31,32,19,True
21,GRAVITY_AWAY_DOG,6,15,32,15,5,-13,24,22,19,35,False
28,GRAVITY_AWAY_DOG,4,15,47,24,17,-17,46,18,29,35,False
12,GRAVITY_HOME_DOG,14,10,9,14,-14,-1,8,15,22,16,True
25,GRAVITY_AWAY_DOG,9,15,29,18,-7,-26,26,19,33,45,True
26,GRAVITY_HOME_DOG,15,1,18,55,-28,25,19,45,47,20,True
27,GRAVITY_AWAY_DOG,12,15,29,18,0,-29,33,19,33,48,True
28,CRUSHER_AWAY_FAV,16,2,17,54,-33,27,17,52,50,25,False
6,GRAVITY_HOME_DOG,15,12,3,5,-7,-3,4,7,11,10,True
7,GRAVITY_HOME_DOG,14,10,4,6,-6,-2,4,7,10,9,True
11,GRAVITY_AWAY_DOG,7,14,15,6,3,-10,16,11,13,21,True
12,GRAVITY_HOME_DOG,14,10,6,14,-11,-2,12,11,23,13,True
13,GRAVITY_AWAY_DOG,14,15,9,6,-12,-14,8,12,20,26,True
14,GRAVITY_HOME_DOG,15,3,6,26,-15,14,12,27,27,13,True
14,GRAVITY_AWAY_DOG,9,14,19,9,-3,-10,18,14,21,24,False
22,GRAVITY_HOME_DOG,16,7,11,33,-29,6,18,23,47,17,False
11,GRAVITY_AWAY_DOG,14,16,11,6,-7,-11,11,11,18,22,False
14,GRAVITY_AWAY_DOG,5,16,20,11,1,-17,12,13,11,30,False
19,GRAVITY_HOME_DOG,15,10,19,23,-10,-3,20,21,30,24,False
22,GRAVITY_HOME_DOG,15,14,22,23,-9,-11,13,23,22,34,True
30,GRAVITY_AWAY_DOG,13,15,32,30,-12,-22,30,26,42,48,True
6,GRAVITY_AWAY_DOG,16,15,1,3,-8,-6,3,3,11,9,False
8,GRAVITY_HOME_DOG,16,1,1,16,-10,9,4,16,14,7,False
9,GRAVITY_HOME_DOG,16,8,4,11,-9,6,3,14,12,8,True
10,GRAVITY_AWAY_DOG,14,16,7,4,-6,-11,9,4,15,15,False
11,CRUSHER_HOME_FAV,1,13,24,10,12,-10,19,8,7,18,True
11,GRAVITY_HOME_DOG,16,11,7,12,-10,-8,7,7,17,15,True
12,GRAVITY_HOME_DOG,13,10,10,14,-11,-5,8,10,19,15,False
16,GRAVITY_AWAY_DOG,4,16,28,8,14,-18,26,9,12,27,True
17,GRAVITY_HOME_DOG,16,8,8,22,-21,3,9,20,30,17,False
23,GRAVITY_AWAY_DOG,12,13,23,22,-4,-13,25,24,29,37,True
24,GRAVITY_HOME_DOG,15,9,22,31,-14,-5,24,22,38,27,False
28,GRAVITY_AWAY_DOG,3,15,52,24,21,-21,46,22,25,43,True
29,GRAVITY_HOME_DOG,15,1,24,56,-23,24,22,51,45,27,True
30,GRAVITY_HOME_DOG,15,16,24,22,-24,-25,25,22,49,47,False
10,CRUSHER_AWAY_FAV,13,1,8,27,-5,19,6,26,11,7,True
11,GRAVITY_AWAY_DOG,3,13,17,8,7,-6,19,7,12,13,True
12,GRAVITY_HOME_DOG,14,13,8,9,-7,-7,9,14,16,21,True
13,GRAVITY_AWAY_DOG,12,15,12,8,-3,-9,7,10,10,19,True
19,GRAVITY_HOME_DOG,16,13,10,16,-28,-10,14,11,42,21,True
20,GRAVITY_AWAY_DOG,15,16,14,10,-17,-29,14,14,31,43,True
21,GRAVITY_HOME_DOG,16,15,10,16,-32,-14,14,16,46,30,False
23,CRUSHER_HOME_FAV,4,15,39,16,7,-17,30,16,23,33,True
24,GRAVITY_HOME_DOG,15,11,16,27,-19,-13,16,25,35,38,True
25,CRUSHER_AWAY_FAV,16,2,13,47,-40,22,17,37,57,15,False
25,GRAVITY_AWAY_DOG,3,15,46,17,18,-21,42,22,24,43,True
26,GRAVITY_HOME_DOG,15,12,17,28,-22,-11,23,32,45,43,True
27,GRAVITY_AWAY_DOG,13,15,28,17,-9,-23,17,24,26,47,True
28,GRAVITY_AWAY_DOG,10,16,35,17,-5,-24,36,25,41,49,True
29,GRAVITY_HOME_DOG,16,15,17,19,-28,-23,25,18,53,41,True
7,GRAVITY_AWAY_DOG,8,16,9,1,-1,-6,6,2,7,8,True
8,GRAVITY_HOME_DOG,16,11,1,8,-7,1,2,12,9,11,True
9,GRAVITY_AWAY_DOG,10,16,10,1,0,-9,8,3,8,12,True
10,GRAVITY_HOME_DOG,16,15,1,6,-11,-9,3,9,14,18,True
11,GRAVITY_AWAY_DOG,12,16,11,1,-4,-13,13,3,17,16,True
12,GRAVITY_HOME_DOG,16,11,1,13,-14,-1,3,8,17,9,True
13,GRAVITY_AWAY_DOG,6,16,19,1,-1,-16,13,3,14,19,True
13,GRAVITY_HOME_DOG,13,5,12,19,-4,5,19,20,23,15,True
14,GRAVITY_AWAY_DOG,1,13,29,12,12,-6,22,20,10,26,True
14,GRAVITY_HOME_DOG,16,3,1,25,-17,8,3,22,20,14,False
15,GRAVITY_HOME_DOG,13,16,12,4,-8,-16,21,6,29,22,False
16,GRAVITY_AWAY_DOG,10,14,19,11,-4,-13,13,9,17,22,True
17,GRAVITY_HOME_DOG,14,4,11,27,-15,2,10,17,25,15,True
18,GRAVITY_AWAY_DOG,2,14,34,11,14,-16,33,10,19,26,True
19,GRAVITY_AWAY_DOG,11,16,22,4,2,-23,21,9,19,32,True
20,GRAVITY_HOME_DOG,16,3,4,34,-24,11,9,29,33,18,True
10,GRAVITY_AWAY_DOG,11,15,12,7,-3,-5,14,6,17,11,True
11,GRAVITY_HOME_DOG,15,8,7,15,-6,2,8,10,14,8,False
19,GRAVITY_HOME_DOG,13,11,18,22,-8,1,14,20,22,19,True
20,GRAVITY_AWAY_DOG,12,13,21,18,-12,-9,25,14,37,23,True
21,GRAVITY_HOME_DOG,15,1,16,48,-17,27,9,39,26,12,False
21,GRAVITY_HOME_DOG,13,5,18,31,-10,4,14,22,24,18,True
11,GRAVITY_AWAY_DOG,6,13,16,10,5,-4,13,10,8,14,True
11,GRAVITY_AWAY_DOG,7,16,15,1,-3,-16,13,3,16,19,True
12,GRAVITY_HOME_DOG,16,11,1,12,-19,-4,3,12,22,16,False
12,GRAVITY_HOME_DOG,14,5,10,19,-7,6,10,21,17,15,False
16,GRAVITY_AWAY_DOG,14,15,14,9,-9,-17,16,10,25,27,True
17,GRAVITY_HOME_DOG,15,6,9,25,-20,8,10,28,30,20,True
18,GRAVITY_AWAY_DOG,12,15,20,9,-7,-22,26,10,33,32,False
19,GRAVITY_HOME_DOG,16,12,7,20,-22,-9,10,27,32,36,True
20,GRAVITY_AWAY_DOG,15,16,12,7,-23,-25,13,11,36,36,False
23,GRAVITY_AWAY_DOG,12,15,24,12,-10,-31,19,14,29,45,False
24,GRAVITY_AWAY_DOG,11,14,26,19,-7,-16,27,18,34,34,True
25,GRAVITY_HOME_DOG,14,6,19,39,-17,11,18,40,35,29,True
26,GRAVITY_AWAY_DOG,10,14,30,19,-10,-18,36,19,46,37,True
27,GRAVITY_HOME_DOG,14,15,19,16,-19,-34,19,15,38,49,True
7,GRAVITY_HOME_DOG,14,12,4,6,-13,-5,4,7,17,12,True
8,GRAVITY_AWAY_DOG,7,15,10,4,4,-14,10,5,6,19,True
9,GRAVITY_HOME_DOG,15,8,4,12,-15,3,7,11,22,8,True
10,GRAVITY_AWAY_DOG,13,16,8,4,-8,-17,7,7,15,24,False
18,GRAVITY_HOME_DOG,14,6,13,27,-17,9,18,26,35,17,True
19,GRAVITY_AWAY_DOG,16,14,12,13,-21,-19,12,18,33,37,False
19,GRAVITY_HOME_DOG,13,7,16,28,-11,12,15,24,26,12,False
7,GRAVITY_AWAY_DOG,16,15,1,1,-9,-7,3,2,12,9,False
9,GRAVITY_HOME_DOG,16,1,1,20,-12,11,3,17,15,6,True
10,GRAVITY_AWAY_DOG,12,16,10,1,-3,-13,11,3,14,16,True
11,GRAVITY_HOME_DOG,16,11,1,13,-14,0,3,14,17,14,True
12,GRAVITY_AWAY_DOG,10,16,14,1,-9,-17,10,4,19,21,True
21,GRAVITY_HOME_DOG,14,12,15,19,-14,-6,21,22,35,28,True
30,GRAVITY_HOME_DOG,16,8,18,39,-25,4,17,38,42,34,False
12,GRAVITY_AWAY_DOG,12,15,11,7,-5,-7,5,6,10,13,True
13,CRUSHER_AWAY_FAV,15,4,9,20,-8,5,6,21,14,16,False
13,GRAVITY_HOME_DOG,16,14,7,10,-8,-10,6,8,14,18,True
14,GRAVITY_AWAY_DOG,6,16,20,7,3,-10,21,6,18,16,True
15,GRAVITY_HOME_DOG,16,12,7,14,-12,-12,7,12,19,24,True
16,GRAVITY_HOME_DOG,16,1,7,34,-13,21,7,32,20,11,True
16,CRUSHER_AWAY_FAV,14,2,13,28,-4,8,14,23,18,15,False
23,GRAVITY_HOME_DOG,16,9,15,31,-17,-13,13,23,30,36,True
24,GRAVITY_AWAY_DOG,5,16,40,15,14,-20,39,14,25,34,True
25,GRAVITY_HOME_DOG,15,12,19,24,-24,-15,17,22,41,37,True
25,GRAVITY_HOME_DOG,16,3,15,47,-22,18,14,40,36,22,True
26,GRAVITY_AWAY_DOG,6,15,36,19,3,-26,38,17,35,43,False
26,GRAVITY_AWAY_DOG,13,16,26,15,-11,-23,18,14,29,37,True
27,GRAVITY_HOME_DOG,16,10,15,30,-25,-11,14,26,39,37,True
28,GRAVITY_AWAY_DOG,9,16,36,15,0,-26,40,14,40,40,True
29,GRAVITY_HOME_DOG,16,15,15,22,-30,-27,14,21,44,48,True
30,GRAVITY_AWAY_DOG,2,16,60,15,26,-31,50,15,24,46,True
10,GRAVITY_HOME_DOG,13,12,7,9,-6,-4,8,6,14,10,True
10,GRAVITY_HOME_DOG,16,3,5,18,-6,7,10,17,16,10,True
11,GRAVITY_HOME_DOG,14,12,7,10,-7,-8,8,7,15,15,True
12,GRAVITY_HOME_DOG,16,6,6,19,-17,8,4,18,21,10,True
12,GRAVITY_AWAY_DOG,12,14,10,7,-8,-9,14,8,22,17,True
13,GRAVITY_HOME_DOG,15,2,7,26,-16,20,8,30,24,10,True
13,GRAVITY_AWAY_DOG,3,16,24,6,5,-19,21,5,16,24,True
14,GRAVITY_HOME_DOG,16,12,6,15,-22,-7,5,9,27,16,False
22,GRAVITY_HOME_DOG,16,8,12,29,-17,-4,21,23,38,27,True
23,GRAVITY_AWAY_DOG,13,16,24,12,-17,-19,20,22,37,41,False
25,GRAVITY_AWAY_DOG,2,13,48,24,24,-1,46,34,22,35,True
26,GRAVITY_HOME_DOG,13,9,24,28,-3,-11,35,22,38,33,False
29,GRAVITY_AWAY_DOG,12,13,30,25,-18,-30,27,23,45,53,True
30,GRAVITY_HOME_DOG,13,6,25,47,-31,14,25,39,56,25,True
8,GRAVITY_HOME_DOG,16,11,2,8,-10,-1,4,6,14,7,True
9,GRAVITY_AWAY_DOG,1,16,19,2,16,-11,20,4,4,15,True
10,GRAVITY_HOME_DOG,16,7,2,14,-13,6,6,13,19,7,False
10,GRAVITY_HOME_DOG,13,14,9,7,2,-7,14,9,12,16,False
16,GRAVITY_AWAY_DOG,6,14,24,14,6,-10,25,10,19,20,True
17,GRAVITY_HOME_DOG,13,15,15,13,-7,-10,20,17,27,27,True
17,GRAVITY_HOME_DOG,14,11,14,18,-11,-13,10,14,21,27,False
18,GRAVITY_AWAY_DOG,10,15,22,15,-5,-8,13,21,18,29,False
28,CRUSHER_AWAY_FAV,14,3,25,51,-19,25,27,45,46,20,True
29,GRAVITY_AWAY_DOG,10,15,35,25,-10,-22,28,27,38,49,True
30,GRAVITY_HOME_DOG,15,13,25,28,-24,-19,28,28,52,47,True
9,CRUSHER_HOME_FAV,1,13,22,7,13,-4,18,3,5,7,False
21,GRAVITY_HOME_DOG,15,12,15,20,-18,-10,9,13,27,23,True
26,GRAVITY_AWAY_DOG,12,13,24,22,-14,-12,17,24,31,36,False
28,GRAVITY_HOME_DOG,13,3,24,52,-17,29,19,60,36,31,True
29,GRAVITY_AWAY_DOG,16,13,20,24,-29,-18,19,19,48,37,True
30,GRAVITY_HOME_DOG,13,8,24,41,-21,-1,19,34,40,35,True
8,GRAVITY_AWAY_DOG,13,16,7,1,-8,-10,6,4,14,14,True
9,GRAVITY_HOME_DOG,14,16,7,2,-5,-10,9,4,14,14,True
10,GRAVITY_AWAY_DOG,10,13,11,10,-3,-5,9,10,12,15,True
20,GRAVITY_HOME_DOG,14,8,18,27,-17,7,19,25,36,18,True
21,GRAVITY_AWAY_DOG,12,15,19,17,-20,-14,18,17,38,31,True
21,GRAVITY_AWAY_DOG,4,14,36,18,14,-21,34,19,20,40,False
30,GRAVITY_HOME_DOG,16,6,17,46,-18,12,14,51,32,39,False
6,GRAVITY_HOME_DOG,15,4,3,10,-5,4,4,6,9,2,True
7,GRAVITY_AWAY_DOG,9,15,8,3,-2,-6,5,4,7,10,False
8,GRAVITY_HOME_DOG,15,13,6,7,-6,-5,2,8,8,13,True
9,GRAVITY_AWAY_DOG,5,14,14,6,-1,-7,10,2,11,9,True
10,GRAVITY_HOME_DOG,16,6,6,14,-10,6,2,15,12,9,True
11,GRAVITY_AWAY_DOG,9,16,14,6,4,-11,14,2,10,13,True
12,GRAVITY_HOME_DOG,14,10,8,13,-12,-3,8,9,20,12,True
16,GRAVITY_AWAY_DOG,13,14,14,12,-11,-18,9,11,20,29,False
17,GRAVITY_HOME_DOG,16,14,10,14,-14,-12,15,9,29,21,False
17,GRAVITY_HOME_DOG,13,6,14,26,-9,7,16,20,25,13,True
18,GRAVITY_AWAY_DOG,12,14,16,14,-10,-10,7,17,17,27,True
19,GRAVITY_HOME_DOG,14,16,14,13,-12,-14,18,17,30,31,True
20,GRAVITY_AWAY_DOG,9,16,25,14,-9,-13,19,19,28,32,True
21,GRAVITY_HOME_DOG,16,14,14,17,-15,-12,19,14,34,26,True
22,GRAVITY_HOME_DOG,16,4,14,38,-17,9,19,32,36,23,True
23,GRAVITY_AWAY_DOG,6,16,38,14,15,-19,31,19,16,38,True
24,GRAVITY_HOME_DOG,16,9,14,30,-22,-4,19,25,41,29,False
8,GRAVITY_AWAY_DOG,1,16,16,3,9,-10,17,2,8,12,True
10,GRAVITY_HOME_DOG,14,6,7,15,-8,3,6,12,14,9,True
17,GRAVITY_AWAY_DOG,14,15,13,11,-18,-14,10,9,28,23,True
18,GRAVITY_HOME_DOG,15,8,11,23,-16,-2,10,16,26,18,True
18,GRAVITY_HOME_DOG,16,13,9,16,-22,-16,10,13,32,29,True
19,GRAVITY_AWAY_DOG,7,15,31,11,8,-18,26,10,18,28,False
20,GRAVITY_AWAY_DOG,6,14,34,14,11,-16,29,13,18,29,True
21,GRAVITY_HOME_DOG,15,14,14,17,-17,-14,13,16,30,30,False
24,GRAVITY_HOME_DOG,14,8,20,31,-28,-2,18,21,46,23,False
26,GRAVITY_AWAY_DOG,5,14,46,20,12,-25,39,19,27,44,True
6,GRAVITY_HOME_DOG,16,7,1,7,-6,3,2,6,8,3,True
9,GRAVITY_AWAY_DOG,1,16,22,5,12,-11,17,10,5,21,True
10,GRAVITY_HOME_DOG,16,10,5,10,-15,0,11,12,26,12,True
11,GRAVITY_AWAY_DOG,8,16,14,5,-1,-16,12,12,13,28,True
13,GRAVITY_HOME_DOG,14,2,9,24,-14,9,6,16,20,7,True
14,GRAVITY_AWAY_DOG,14,15,10,9,-7,-17,11,7,18,24,True
19,GRAVITY_AWAY_DOG,3,14,36,11,10,-11,26,18,16,29,True
20,GRAVITY_HOME_DOG,13,12,18,19,-18,-7,22,20,40,27,False
20,GRAVITY_HOME_DOG,15,3,11,37,-14,10,18,29,32,19,False
27,GRAVITY_AWAY_DOG,9,13,36,24,2,-25,27,29,25,54,False
11,GRAVITY_HOME_DOG,16,2,4,20,-11,8,7,18,18,10,True
12,GRAVITY_AWAY_DOG,15,16,4,4,-12,-14,8,7,20,21,True
13,GRAVITY_HOME_DOG,16,7,4,21,-16,5,7,21,23,16,True
17,CRUSHER_HOME_FAV,2,16,34,5,7,-20,24,13,17,33,True
18,GRAVITY_HOME_DOG,16,7,5,27,-22,8,14,31,36,23,True
19,GRAVITY_AWAY_DOG,10,16,23,5,-10,-23,19,14,29,37,False
21,GRAVITY_AWAY_DOG,16,14,11,13,-21,-18,16,24,37,42,False
29,GRAVITY_AWAY_DOG,16,14,18,27,-32,-23,23,26,55,49,True
29,GRAVITY_AWAY_DOG,10,15,32,19,-8,-29,23,22,31,51,False
30,GRAVITY_HOME_DOG,14,13,27,29,-24,-12,26,39,50,51,True
9,GRAVITY_AWAY_DOG,13,16,5,1,-6,-21,7,3,13,24,False
12,GRAVITY_HOME_DOG,16,5,4,19,-12,1,5,12,17,11,True
16,GRAVITY_AWAY_DOG,14,13,13,14,-11,-15,14,11,25,26,False
17,GRAVITY_AWAY_DOG,4,16,28,9,9,-24,20,12,11,36,True
18,GRAVITY_HOME_DOG,16,7,9,28,-25,9,12,25,37,16,True
19,GRAVITY_AWAY_DOG,3,13,35,16,18,-11,36,10,18,21,True
19,GRAVITY_AWAY_DOG,6,16,32,9,10,-27,26,12,16,39,True
20,GRAVITY_HOME_DOG,14,1,16,40,-12,19,12,37,24,18,True
21,GRAVITY_AWAY_DOG,11,14,21,16,-13,-13,16,12,29,25,True
11,GRAVITY_AWAY_DOG,7,15,15,5,3,-10,10,6,7,16,True
12,GRAVITY_HOME_DOG,15,16,5,3,-11,-21,6,7,17,28,True
13,GRAVITY_AWAY_DOG,3,16,23,5,9,-12,21,7,12,19,True
14,GRAVITY_HOME_DOG,16,1,5,28,-15,15,7,21,22,6,True
15,GRAVITY_AWAY_DOG,11,16,16,5,-3,-17,22,7,25,24,True
16,GRAVITY_AWAY_DOG,13,16,15,5,-10,-18,10,8,20,26,True
17,GRAVITY_HOME_DOG,16,14,5,16,-20,-12,8,15,28,27,True
21,GRAVITY_AWAY_DOG,2,13,41,19,20,-10,33,27,13,37,True
22,GRAVITY_AWAY_DOG,5,14,36,19,18,-14,37,28,19,42,True
23,GRAVITY_HOME_DOG,14,12,19,23,-15,-12,29,19,44,31,True
23,GRAVITY_HOME_DOG,16,4,7,39,-29,19,10,39,39,20,True
24,GRAVITY_AWAY_DOG,13,14,23,19,-14,-16,20,30,34,46,True
29,GRAVITY_HOME_DOG,14,9,20,35,-25,3,32,36,57,33,True
30,GRAVITY_AWAY_DOG,16,14,13,20,-34,-26,14,32,48,58,True
6,GRAVITY_AWAY_DOG,16,15,1,3,-7,-6,4,3,11,9,True
7,GRAVITY_HOME_DOG,16,6,3,9,-7,-1,3,8,10,9,False
11,GRAVITY_HOME_DOG,15,12,10,11,-7,-2,10,8,17,10,False
13,GRAVITY_AWAY_DOG,1,16,22,11,12,-6,20,11,8,17,True
16,GRAVITY_AWAY_DOG,5,16,24,13,6,-12,20,8,14,20,False
24,GRAVITY_HOME_DOG,13,8,22,34,-12,-2,25,35,37,37,True
25,CRUSHER_HOME_FAV,2,16,43,19,16,-19,37,14,21,33,False
11,GRAVITY_HOME_DOG,16,13,5,11,-8,-5,6,13,14,18,True
12,GRAVITY_AWAY_DOG,4,16,18,5,3,-9,16,6,13,15,True
18,GRAVITY_HOME_DOG,16,5,7,27,-18,7,10,28,28,21,True
29,GRAVITY_HOME_DOG,15,5,23,43,-17,5,26,32,43,27,True
30,GRAVITY_AWAY_DOG,14,16,31,16,-19,-27,26,20,45,47,False
30,GRAVITY_AWAY_DOG,3,15,51,23,21,-18,47,26,26,44,True
10,GRAVITY_AWAY_DOG,6,16,14,8,0,-8,10,11,10,19,True
11,GRAVITY_HOME_DOG,16,15,8,8,-10,-2,12,9,22,11,True
12,GRAVITY_AWAY_DOG,8,16,14,8,0,-11,19,12,19,23,True
13,GRAVITY_HOME_DOG,16,14,8,12,-13,-7,12,7,25,14,False
13,GRAVITY_AWAY_DOG,10,15,15,10,0,-4,18,17,18,21,False
14,GRAVITY_AWAY_DOG,15,14,12,13,-9,-6,9,8,18,14,False
17,GRAVITY_HOME_DOG,16,4,12,27,-13,-1,11,27,24,28,True
23,GRAVITY_HOME_DOG,16,10,15,29,-22,1,23,28,45,27,True
24,GRAVITY_AWAY_DOG,4,16,37,15,5,-23,32,24,27,47,True
25,GRAVITY_HOME_DOG,16,5,15,37,-27,12,24,39,51,27,True
26,GRAVITY_AWAY_DOG,13,16,29,15,-3,-29,30,24,33,53,True
27,GRAVITY_HOME_DOG,16,7,15,35,-32,-4,24,35,56,39,False
6,GRAVITY_AWAY_DOG,10,14,7,3,-3,-1,8,5,11,6,False
7,CRUSHER_AWAY_FAV,14,1,4,15,-7,7,6,14,13,7,True
8,GRAVITY_AWAY_DOG,12,16,7,4,-2,-8,7,6,9,14,True
12,CRUSHER_AWAY_FAV,13,1,12,26,-7,23,8,32,15,9,True
13,GRAVITY_HOME_DOG,13,3,12,25,-10,9,8,27,18,18,True
14,GRAVITY_AWAY_DOG,4,13,23,12,7,-13,19,8,12,21,True
15,GRAVITY_HOME_DOG,14,9,12,17,-15,4,8,24,23,20,False
19,GRAVITY_AWAY_DOG,1,16,42,10,28,-24,41,14,13,38,False
22,GRAVITY_AWAY_DOG,10,15,25,17,0,-16,28,20,28,36,True
23,GRAVITY_HOME_DOG,15,2,17,47,-17,15,21,42,38,27,True
24,GRAVITY_HOME_DOG,16,12,17,22,-19,-14,21,25,40,39,False
26,GRAVITY_AWAY_DOG,15,14,20,22,-19,-22,23,22,42,44,True
27,GRAVITY_HOME_DOG,15,12,22,28,-23,-9,22,32,45,41,False
8,GRAVITY_AWAY_DOG,9,16,9,3,1,-7,12,4,11,11,True
8,GRAVITY_AWAY_DOG,8,14,10,4,2,-6,12,2,10,8,False
8,GRAVITY_AWAY_DOG,5,15,12,3,4,-6,9,5,5,11,True
9,GRAVITY_HOME_DOG,16,5,3,13,-7,0,5,9,12,9,False
25,GRAVITY_HOME_DOG,14,16,23,19,-10,-20,18,22,28,42,True
7,GRAVITY_AWAY_DOG,3,13,13,4,8,-5,13,5,5,10,True
8,GRAVITY_HOME_DOG,14,6,4,11,-6,4,5,14,11,10,True
10,GRAVITY_AWAY_DOG,13,16,5,3,-9,-16,6,6,15,22,False
15,GRAVITY_HOME_DOG,15,16,7,6,-15,-16,11,6,26,22,False
20,GRAVITY_AWAY_DOG,9,15,24,14,-5,-18,21,21,26,39,False
26,GRAVITY_AWAY_DOG,8,14,31,21,-9,-12,28,31,37,43,True
6,GRAVITY_HOME_DOG,16,4,1,11,-10,5,5,10,15,5,False
9,GRAVITY_AWAY_DOG,6,14,14,3,2,-10,13,7,11,17,True
10,GRAVITY_HOME_DOG,15,8,3,14,-11,0,8,9,19,9,True
11,GRAVITY_AWAY_DOG,14,16,5,3,-8,-12,8,9,16,21,True
11,GRAVITY_AWAY_DOG,15,13,4,8,-13,-12,7,8,20,20,False
