season_name,matchday_number,md_total_goals,md_sum_odd,md_n_odd_fixtures,md_n_even_fixtures,md_avg_goals
VFLM 4615,13,21,1,7,1,2.625
VFLM 4615,14,15,1,3,5,1.875
VFLM 4615,15,21,1,5,3,2.625
VFLM 4615,16,26,0,4,4,3.25
VFLM 4615,17,16,0,2,6,2.0
VFLM 4615,18,20,0,4,4,2.5
VFLM 4615,19,16,0,4,4,2.0
VFLM 4615,20,20,0,6,2,2.5
VFLM 4615,21,25,1,3,5,3.125
VFLM 4615,22,30,0,2,6,3.75
VFLM 4615,23,19,1,5,3,2.375
VFLM 4615,24,21,1,7,1,2.625
VFLM 4615,25,15,1,3,5,1.875
VFLM 4615,26,21,1,5,3,2.625
VFLM 4615,27,26,0,4,4,3.25
VFLM 4615,28,16,0,2,6,2.0
VFLM 4615,29,20,0,4,4,2.5
VFLM 4615,30,16,0,4,4,2.0
VFLM 4616,1,25,1,3,5,3.125
VFLM 4616,2,30,0,2,6,3.75
VFLM 4616,3,19,1,5,3,2.375
VFLM 4616,4,21,1,7,1,2.625
VFLM 4616,5,15,1,3,5,1.875
VFLM 4616,6,21,1,5,3,2.625
VFLM 4616,7,26,0,4,4,3.25
VFLM 4616,8,16,0,2,6,2.0
VFLM 4616,9,20,0,4,4,2.5
VFLM 4616,10,16,0,4,4,2.0
VFLM 4616,11,23,1,5,3,2.875
VFLM 4616,12,25,1,3,5,3.125
VFLM 4616,13,30,0,2,6,3.75
VFLM 4616,14,19,1,5,3,2.375
VFLM 4616,15,21,1,7,1,2.625
VFLM 4616,16,15,1,3,5,1.875
VFLM 4616,17,21,1,5,3,2.625
VFLM 4616,18,26,0,4,4,3.25
VFLM 4616,19,16,0,2,6,2.0
VFLM 4616,20,20,0,4,4,2.5
VFLM 4616,21,23,1,5,3,2.875
VFLM 4616,22,25,1,3,5,3.125
VFLM 4616,23,30,0,2,6,3.75
VFLM 4616,24,19,1,5,3,2.375
VFLM 4616,25,21,1,7,1,2.625
VFLM 4616,26,15,1,3,5,1.875
VFLM 4616,27,21,1,5,3,2.625
VFLM 4616,28,26,0,4,4,3.25
VFLM 4616,29,16,0,2,6,2.0
VFLM 4616,30,20,0,4,4,2.5
VFLM 4617,1,23,1,1,7,2.875
VFLM 4617,2,23,1,5,3,2.875
VFLM 4617,3,25,1,3,5,3.125
VFLM 4617,4,30,0,2,6,3.75
VFLM 4617,5,19,1,5,3,2.375
VFLM 4617,6,21,1,7,1,2.625
VFLM 4617,7,15,1,3,5,1.875
VFLM 4617,8,21,1,5,3,2.625
VFLM 4617,9,26,0,4,4,3.25
VFLM 4617,10,16,0,2,6,2.0
VFLM 4617,11,23,1,1,7,2.875
VFLM 4617,12,23,1,5,3,2.875
VFLM 4617,13,25,1,3,5,3.125
VFLM 4617,14,30,0,2,6,3.75
VFLM 4617,15,19,1,5,3,2.375
VFLM 4617,16,21,1,7,1,2.625
VFLM 4617,17,15,1,3,5,1.875
VFLM 4617,18,21,1,5,3,2.625
VFLM 4617,19,26,0,4,4,3.25
VFLM 4617,20,16,0,2,6,2.0
VFLM 4617,21,19,1,7,1,2.375
VFLM 4617,22,23,1,1,7,2.875
VFLM 4617,23,23,1,5,3,2.875
VFLM 4617,24,25,1,3,5,3.125
VFLM 4617,25,30,0,2,6,3.75
VFLM 4617,26,19,1,5,3,2.375
VFLM 4617,27,21,1,7,1,2.625
VFLM 4617,28,19,1,7,1,2.375
VFLM 4617,29,23,1,1,7,2.875
VFLM 4617,30,23,1,5,3,2.875
VFLM 4618,1,25,1,3,5,3.125
VFLM 4618,2,30,0,2,6,3.75
VFLM 4618,3,19,1,5,3,2.375
VFLM 4618,4,21,1,7,1,2.625
VFLM 4618,5,15,1,3,5,1.875
VFLM 4618,6,21,1,5,3,2.625
VFLM 4618,7,26,0,4,4,3.25
VFLM 4618,8,25,1,5,3,3.125
VFLM 4618,9,25,1,5,3,3.125
VFLM 4618,10,19,1,7,1,2.375
VFLM 4618,11,23,1,1,7,2.875
VFLM 4618,12,23,1,5,3,2.875
VFLM 4618,13,25,1,3,5,3.125
VFLM 4618,14,30,0,2,6,3.75
VFLM 4618,15,19,1,5,3,2.375
VFLM 4618,16,21,1,7,1,2.625
VFLM 4618,17,15,1,3,5,1.875
VFLM 4618,18,21,1,5,3,2.625
VFLM 4618,19,27,1,3,5,3.375
VFLM 4618,20,25,1,5,3,3.125
VFLM 4618,21,19,1,7,1,2.375
VFLM 4618,22,23,1,1,7,2.875
VFLM 4618,23,23,1,5,3,2.875
VFLM 4618,24,25,1,3,5,3.125
VFLM 4618,25,30,0,2,6,3.75
VFLM 4618,26,19,1,5,3,2.375
VFLM 4618,27,21,1,7,1,2.625
VFLM 4618,28,15,1,3,5,1.875
VFLM 4618,29,23,1,5,3,2.875
VFLM 4618,30,27,1,3,5,3.375
VFLM 4619,1,25,1,5,3,3.125
VFLM 4619,2,19,1,7,1,2.375
VFLM 4619,3,23,1,1,7,2.875
VFLM 4619,4,23,1,5,3,2.875
VFLM 4619,5,25,1,3,5,3.125
VFLM 4619,6,30,0,2,6,3.75
VFLM 4619,7,19,1,5,3,2.375
VFLM 4619,8,21,1,7,1,2.625
VFLM 4619,9,25,1,3,5,3.125
VFLM 4619,10,23,1,5,3,2.875
VFLM 4619,11,27,1,3,5,3.375
VFLM 4619,12,25,1,5,3,3.125
VFLM 4619,13,19,1,7,1,2.375
VFLM 4619,14,23,1,1,7,2.875
VFLM 4619,15,23,1,5,3,2.875
VFLM 4619,16,25,1,3,5,3.125
VFLM 4619,17,30,0,2,6,3.75
VFLM 4619,18,19,1,5,3,2.375
VFLM 4619,19,21,1,7,1,2.625
VFLM 4619,20,25,1,3,5,3.125
VFLM 4619,21,23,1,5,3,2.875
VFLM 4619,22,27,1,3,5,3.375
VFLM 4619,23,25,1,5,3,3.125
VFLM 4619,24,19,1,7,1,2.375
VFLM 4619,25,23,1,1,7,2.875
VFLM 4619,26,23,1,5,3,2.875
VFLM 4619,27,25,1,3,5,3.125
VFLM 4619,28,30,0,2,6,3.75
VFLM 4619,29,22,0,4,4,2.75
VFLM 4619,30,21,1,7,1,2.625
VFLM 4620,1,25,1,3,5,3.125
VFLM 4620,2,23,1,5,3,2.875
VFLM 4620,3,27,1,3,5,3.375
VFLM 4620,4,25,1,5,3,3.125
VFLM 4620,5,19,1,7,1,2.375
VFLM 4620,6,23,1,1,7,2.875
VFLM 4620,7,23,1,5,3,2.875
VFLM 4620,8,25,1,3,5,3.125
VFLM 4620,9,19,1,5,3,2.375
VFLM 4620,10,22,0,4,4,2.75
VFLM 4620,11,21,1,7,1,2.625
VFLM 4620,12,25,1,3,5,3.125
VFLM 4620,13,23,1,5,3,2.875
VFLM 4620,14,27,1,3,5,3.375
VFLM 4620,15,25,1,5,3,3.125
VFLM 4620,16,19,1,7,1,2.375
VFLM 4620,17,23,1,1,7,2.875
VFLM 4620,18,23,1,5,3,2.875
VFLM 4620,19,21,1,5,3,2.625
VFLM 4620,20,21,1,5,3,2.625
VFLM 4620,21,19,1,5,3,2.375
VFLM 4620,22,22,0,4,4,2.75
VFLM 4620,23,21,1,7,1,2.625
VFLM 4620,24,25,1,3,5,3.125
VFLM 4620,25,23,1,5,3,2.875
VFLM 4620,26,27,1,3,5,3.375
VFLM 4620,27,25,1,5,3,3.125
VFLM 4620,28,19,1,7,1,2.375
VFLM 4620,29,23,1,1,7,2.875
VFLM 4620,30,24,0,4,4,3.0
VFLM 4621,1,21,1,5,3,2.625
VFLM 4621,2,19,1,5,3,2.375
VFLM 4621,3,22,0,4,4,2.75
VFLM 4621,4,24,0,4,4,3.0
VFLM 4621,5,21,1,5,3,2.625
VFLM 4621,6,19,1,5,3,2.375
VFLM 4621,7,22,0,4,4,2.75
VFLM 4621,8,21,1,7,1,2.625
VFLM 4621,9,25,1,3,5,3.125
VFLM 4621,10,23,1,5,3,2.875
VFLM 4621,11,27,1,3,5,3.375
VFLM 4621,12,25,1,5,3,3.125
VFLM 4621,13,19,1,7,1,2.375
VFLM 4621,14,15,1,3,5,1.875
VFLM 4621,15,24,0,4,4,3.0
VFLM 4621,16,21,1,5,3,2.625
VFLM 4621,17,19,1,5,3,2.375
VFLM 4621,18,22,0,4,4,2.75
VFLM 4621,19,21,1,7,1,2.625
VFLM 4621,20,25,1,3,5,3.125
VFLM 4621,21,23,1,5,3,2.875
VFLM 4621,22,27,1,3,5,3.375
VFLM 4621,23,25,1,5,3,3.125
VFLM 4621,24,15,1,3,5,1.875
VFLM 4621,25,24,0,4,4,3.0
VFLM 4621,26,21,1,5,3,2.625
VFLM 4621,27,19,1,5,3,2.375
VFLM 4621,28,22,0,4,4,2.75
VFLM 4621,29,21,1,7,1,2.625
VFLM 4621,30,25,1,3,5,3.125
VFLM 4622,1,23,1,5,3,2.875
VFLM 4622,2,27,1,3,5,3.375
VFLM 4622,3,25,1,5,3,3.125
VFLM 4622,4,26,0,6,2,3.25
VFLM 4622,5,15,1,3,5,1.875
VFLM 4622,6,24,0,4,4,3.0
VFLM 4622,7,21,1,5,3,2.625
VFLM 4622,8,19,1,5,3,2.375
VFLM 4622,9,22,0,4,4,2.75
VFLM 4622,10,21,1,7,1,2.625
VFLM 4622,11,25,1,3,5,3.125
VFLM 4622,12,23,1,5,3,2.875
VFLM 4622,13,27,1,3,5,3.375
VFLM 4622,14,26,0,6,2,3.25
VFLM 4622,15,15,1,3,5,1.875
VFLM 4622,16,24,0,4,4,3.0
VFLM 4622,17,21,1,5,3,2.625
VFLM 4622,18,19,1,5,3,2.375
VFLM 4622,19,22,0,4,4,2.75
VFLM 4622,20,21,1,7,1,2.625
VFLM 4622,21,25,1,3,5,3.125
VFLM 4622,22,23,1,5,3,2.875
VFLM 4622,23,27,1,3,5,3.375
VFLM 4622,24,19,1,5,3,2.375
VFLM 4622,25,26,0,6,2,3.25
VFLM 4622,26,15,1,3,5,1.875
VFLM 4622,27,24,0,4,4,3.0
VFLM 4622,28,21,1,5,3,2.625
VFLM 4622,29,19,1,5,3,2.375
VFLM 4622,30,22,0,4,4,2.75
VFLM 4623,1,21,1,7,1,2.625
VFLM 4623,2,25,1,3,5,3.125
VFLM 4623,3,23,1,5,3,2.875
VFLM 4623,4,19,1,5,3,2.375
VFLM 4623,5,26,0,6,2,3.25
VFLM 4623,6,15,1,3,5,1.875
VFLM 4623,7,24,0,4,4,3.0
VFLM 4623,8,21,1,5,3,2.625
VFLM 4623,9,19,1,5,3,2.375
VFLM 4623,10,22,0,4,4,2.75
VFLM 4623,11,21,1,7,1,2.625
VFLM 4623,12,25,1,3,5,3.125
VFLM 4623,13,23,1,5,3,2.875
VFLM 4623,14,27,1,1,7,3.375
VFLM 4623,15,19,1,5,3,2.375
VFLM 4623,16,26,0,6,2,3.25
VFLM 4623,17,15,1,3,5,1.875
VFLM 4623,18,24,0,4,4,3.0
VFLM 4623,19,21,1,5,3,2.625
VFLM 4623,20,19,1,5,3,2.375
VFLM 4623,21,22,0,4,4,2.75
VFLM 4623,22,21,1,7,1,2.625
VFLM 4623,23,25,1,3,5,3.125
VFLM 4623,24,27,1,1,7,3.375
VFLM 4623,25,19,1,5,3,2.375
VFLM 4623,26,26,0,6,2,3.25
VFLM 4623,27,15,1,3,5,1.875
VFLM 4623,28,24,0,4,4,3.0
VFLM 4623,29,21,1,5,3,2.625
VFLM 4623,30,19,1,5,3,2.375
VFLM 4624,1,22,0,4,4,2.75
VFLM 4624,2,21,1,7,1,2.625
VFLM 4624,3,25,1,3,5,3.125
VFLM 4624,4,26,0,4,4,3.25
VFLM 4624,5,27,1,1,7,3.375
VFLM 4624,6,19,1,5,3,2.375
VFLM 4624,7,26,0,6,2,3.25
VFLM 4624,8,15,1,3,5,1.875
VFLM 4624,9,24,0,4,4,3.0
VFLM 4624,10,21,1,5,3,2.625
VFLM 4624,11,19,1,5,3,2.375
VFLM 4624,12,22,0,4,4,2.75
VFLM 4624,13,21,1,7,1,2.625
VFLM 4624,14,26,0,4,4,3.25
VFLM 4624,15,27,1,1,7,3.375
VFLM 4624,16,19,1,5,3,2.375
VFLM 4624,17,26,0,6,2,3.25
VFLM 4624,18,15,1,3,5,1.875
VFLM 4624,19,24,0,4,4,3.0
VFLM 4624,20,21,1,5,3,2.625
VFLM 4624,21,19,1,5,3,2.375
VFLM 4624,22,22,0,4,4,2.75
VFLM 4624,23,21,1,7,1,2.625
VFLM 4624,24,24,0,4,4,3.0
VFLM 4624,25,26,0,4,4,3.25
VFLM 4624,26,27,1,1,7,3.375
VFLM 4624,27,19,1,5,3,2.375
VFLM 4624,28,26,0,6,2,3.25
VFLM 4624,29,15,1,3,5,1.875
VFLM 4624,30,24,0,4,4,3.0
VFLM 4625,1,21,1,5,3,2.625
VFLM 4625,2,19,1,5,3,2.375
VFLM 4625,3,22,0,4,4,2.75
VFLM 4625,4,24,0,4,4,3.0
VFLM 4625,5,26,0,4,4,3.25
VFLM 4625,6,27,1,1,7,3.375
VFLM 4625,7,19,1,5,3,2.375
VFLM 4625,8,26,0,6,2,3.25
VFLM 4625,9,15,1,3,5,1.875
VFLM 4625,10,24,0,4,4,3.0
VFLM 4625,11,21,1,5,3,2.625
VFLM 4625,12,19,1,5,3,2.375
VFLM 4625,13,22,0,4,4,2.75
VFLM 4625,14,19,1,7,1,2.375
VFLM 4625,15,24,0,4,4,3.0
VFLM 4625,16,26,0,4,4,3.25
VFLM 4625,17,27,1,1,7,3.375
VFLM 4625,18,19,1,5,3,2.375
VFLM 4625,19,26,0,6,2,3.25
VFLM 4625,20,15,1,3,5,1.875
VFLM 4625,21,24,0,4,4,3.0
VFLM 4625,22,21,1,5,3,2.625
VFLM 4625,23,19,1,5,3,2.375
VFLM 4625,24,23,1,5,3,2.875
VFLM 4625,25,19,1,7,1,2.375
VFLM 4625,26,24,0,4,4,3.0
VFLM 4625,27,26,0,4,4,3.25
VFLM 4625,28,27,1,1,7,3.375
VFLM 4625,29,19,1,5,3,2.375
VFLM 4625,30,23,1,5,3,2.875
VFLM 4627,1,15,1,3,5,1.875
VFLM 4627,2,25,1,3,5,3.125
VFLM 4627,3,19,1,7,1,2.375
VFLM 4627,4,18,0,2,6,2.25
VFLM 4627,5,23,1,5,3,2.875
VFLM 4627,6,19,1,7,1,2.375
VFLM 4627,7,24,0,4,4,3.0
VFLM 4627,8,26,0,4,4,3.25
VFLM 4627,9,27,1,1,7,3.375
VFLM 4627,10,19,1,5,3,2.375
VFLM 4627,11,26,0,6,2,3.25
VFLM 4627,12,15,1,3,5,1.875
VFLM 4627,13,25,1,3,5,3.125
VFLM 4627,14,19,1,7,1,2.375
VFLM 4627,15,18,0,2,6,2.25
VFLM 4627,16,23,1,5,3,2.875
VFLM 4627,17,19,1,7,1,2.375
VFLM 4627,18,24,0,4,4,3.0
VFLM 4627,19,26,0,4,4,3.25
VFLM 4627,20,27,1,1,7,3.375
VFLM 4627,21,19,1,5,3,2.375
VFLM 4627,22,20,0,6,2,2.5
VFLM 4627,23,15,1,3,5,1.875
VFLM 4627,24,25,1,3,5,3.125
VFLM 4627,25,19,1,7,1,2.375
VFLM 4627,26,18,0,2,6,2.25
VFLM 4627,27,23,1,5,3,2.875
VFLM 4627,28,19,1,7,1,2.375
VFLM 4627,29,24,0,4,4,3.0
VFLM 4627,30,26,0,4,4,3.25
VFLM 4628,1,27,1,1,7,3.375
VFLM 4628,2,19,1,5,3,2.375
VFLM 4628,3,20,0,6,2,2.5
VFLM 4628,4,15,1,3,5,1.875
VFLM 4628,5,25,1,3,5,3.125
VFLM 4628,6,19,1,7,1,2.375
VFLM 4628,7,18,0,2,6,2.25
VFLM 4628,8,19,1,5,3,2.375
VFLM 4628,9,20,0,6,2,2.5
VFLM 4628,10,15,1,3,5,1.875
VFLM 4628,11,25,1,3,5,3.125
VFLM 4628,12,19,1,7,1,2.375
VFLM 4628,13,18,0,2,6,2.25
VFLM 4628,14,23,1,5,3,2.875
VFLM 4628,15,19,1,7,1,2.375
VFLM 4628,16,24,0,4,4,3.0
VFLM 4628,17,26,0,4,4,3.25
VFLM 4628,18,20,0,6,2,2.5
VFLM 4628,19,19,1,5,3,2.375
VFLM 4628,20,20,0,6,2,2.5
VFLM 4628,21,15,1,3,5,1.875
VFLM 4628,22,25,1,3,5,3.125
VFLM 4628,23,19,1,7,1,2.375
VFLM 4628,24,18,0,2,6,2.25
VFLM 4628,25,23,1,5,3,2.875
VFLM 4628,26,19,1,7,1,2.375
VFLM 4628,27,20,0,6,2,2.5
VFLM 4628,28,19,1,5,3,2.375
VFLM 4628,29,20,0,6,2,2.5
VFLM 4628,30,15,1,3,5,1.875
VFLM 4629,1,25,1,3,5,3.125
VFLM 4629,2,19,1,7,1,2.375
VFLM 4629,3,18,0,2,6,2.25
VFLM 4629,4,23,1,5,3,2.875
VFLM 4629,5,19,1,7,1,2.375
VFLM 4629,6,24,0,4,4,3.0
VFLM 4629,7,16,0,4,4,2.0
VFLM 4629,8,20,0,6,2,2.5
VFLM 4629,9,19,1,5,3,2.375
VFLM 4629,10,20,0,6,2,2.5
VFLM 4629,11,15,1,3,5,1.875
VFLM 4629,12,25,1,3,5,3.125
VFLM 4629,13,19,1,7,1,2.375
VFLM 4629,14,18,0,2,6,2.25
VFLM 4629,15,23,1,5,3,2.875
VFLM 4629,16,19,1,7,1,2.375
VFLM 4629,17,16,0,4,4,2.0
VFLM 4629,18,20,0,6,2,2.5
VFLM 4629,19,19,1,5,3,2.375
VFLM 4629,20,20,0,6,2,2.5
VFLM 4629,21,15,1,3,5,1.875
VFLM 4629,22,25,1,3,5,3.125
VFLM 4629,23,19,1,7,1,2.375
VFLM 4629,24,18,0,2,6,2.25
VFLM 4629,25,23,1,5,3,2.875
VFLM 4629,26,19,1,7,1,2.375
VFLM 4629,27,18,0,4,4,2.25
VFLM 4629,28,16,0,4,4,2.0
VFLM 4629,29,20,0,6,2,2.5
VFLM 4629,30,19,1,5,3,2.375
VFLM 4630,1,20,0,6,2,2.5
VFLM 4630,2,15,1,3,5,1.875
VFLM 4630,3,25,1,3,5,3.125
VFLM 4630,4,19,1,7,1,2.375
VFLM 4630,5,18,0,2,6,2.25
VFLM 4630,6,23,1,5,3,2.875
VFLM 4630,7,18,0,4,4,2.25
VFLM 4630,8,16,0,4,4,2.0
VFLM 4630,9,20,0,6,2,2.5
VFLM 4630,10,19,1,5,3,2.375
VFLM 4630,11,20,0,6,2,2.5
VFLM 4630,12,15,1,3,5,1.875
VFLM 4630,13,25,1,3,5,3.125
VFLM 4630,14,19,1,7,1,2.375
VFLM 4630,15,18,0,2,6,2.25
VFLM 4630,16,23,1,5,3,2.875
VFLM 4630,17,18,0,4,4,2.25
VFLM 4630,18,16,0,4,4,2.0
VFLM 4630,19,20,0,6,2,2.5
VFLM 4630,20,19,1,5,3,2.375
VFLM 4630,21,20,0,6,2,2.5
VFLM 4630,22,15,1,3,5,1.875
VFLM 4630,23,25,1,3,5,3.125
VFLM 4630,24,19,1,7,1,2.375
VFLM 4630,25,18,0,2,6,2.25
VFLM 4630,26,23,1,5,3,2.875
VFLM 4630,27,23,1,3,5,2.875
VFLM 4630,28,18,0,4,4,2.25
VFLM 4630,29,16,0,4,4,2.0
VFLM 4630,30,20,0,6,2,2.5
VFLM 4631,1,19,1,5,3,2.375
VFLM 4631,2,20,0,6,2,2.5
VFLM 4631,3,15,1,3,5,1.875
VFLM 4631,4,25,1,3,5,3.125
VFLM 4631,5,19,1,7,1,2.375
VFLM 4631,6,18,0,2,6,2.25
VFLM 4631,7,23,1,3,5,2.875
VFLM 4631,8,18,0,4,4,2.25
VFLM 4631,9,16,0,4,4,2.0
VFLM 4631,10,20,0,6,2,2.5
VFLM 4631,11,19,1,5,3,2.375
VFLM 4631,12,20,0,6,2,2.5
VFLM 4631,13,15,1,3,5,1.875
VFLM 4631,14,25,1,3,5,3.125
VFLM 4631,15,19,1,7,1,2.375
VFLM 4631,16,18,0,2,6,2.25
VFLM 4631,17,20,0,2,6,2.5
VFLM 4631,18,23,1,3,5,2.875
VFLM 4631,19,18,0,4,4,2.25
VFLM 4631,20,16,0,4,4,2.0
VFLM 4631,21,20,0,6,2,2.5
VFLM 4631,22,19,1,5,3,2.375
VFLM 4631,23,20,0,6,2,2.5
VFLM 4631,24,15,1,3,5,1.875
VFLM 4631,25,25,1,3,5,3.125
VFLM 4631,26,19,1,7,1,2.375
VFLM 4631,27,20,0,2,6,2.5
VFLM 4631,28,23,1,3,5,2.875
VFLM 4631,29,18,0,4,4,2.25
VFLM 4631,30,16,0,4,4,2.0
VFLM 4632,1,20,0,6,2,2.5
VFLM 4632,2,19,1,5,3,2.375
VFLM 4632,3,20,0,6,2,2.5
VFLM 4632,4,15,1,3,5,1.875
VFLM 4632,5,25,1,3,5,3.125
VFLM 4632,6,19,1,7,1,2.375
VFLM 4632,7,18,0,6,2,2.25
VFLM 4632,8,20,0,2,6,2.5
VFLM 4632,9,23,1,3,5,2.875
VFLM 4632,10,18,0,4,4,2.25
VFLM 4632,11,16,0,4,4,2.0
VFLM 4632,12,18,0,6,2,2.25
VFLM 4632,13,20,0,2,6,2.5
VFLM 4632,14,23,1,3,5,2.875
VFLM 4632,15,18,0,4,4,2.25
VFLM 4632,16,16,0,4,4,2.0
VFLM 4632,17,20,0,6,2,2.5
VFLM 4632,18,19,1,5,3,2.375
VFLM 4632,19,20,0,6,2,2.5
VFLM 4632,20,15,1,3,5,1.875
VFLM 4632,21,25,1,3,5,3.125
VFLM 4632,22,14,0,2,6,1.75
VFLM 4632,23,18,0,6,2,2.25
VFLM 4632,24,20,0,2,6,2.5
VFLM 4632,25,23,1,3,5,2.875
VFLM 4632,26,18,0,4,4,2.25
VFLM 4632,27,16,0,4,4,2.0
VFLM 4632,28,20,0,6,2,2.5
VFLM 4632,29,19,1,5,3,2.375
VFLM 4632,30,20,0,6,2,2.5
VFLM 4633,1,15,1,3,5,1.875
VFLM 4633,2,23,1,5,3,2.875
VFLM 4633,3,14,0,2,6,1.75
VFLM 4633,4,18,0,6,2,2.25
VFLM 4633,5,20,0,2,6,2.5
VFLM 4633,6,23,1,3,5,2.875
VFLM 4633,7,18,0,4,4,2.25
VFLM 4633,8,16,0,4,4,2.0
VFLM 4633,9,20,0,6,2,2.5
VFLM 4633,10,19,1,5,3,2.375
VFLM 4633,11,20,0,6,2,2.5
VFLM 4633,12,19,1,5,3,2.375
VFLM 4633,13,23,1,5,3,2.875
VFLM 4633,14,14,0,2,6,1.75
VFLM 4633,15,18,0,6,2,2.25
VFLM 4633,16,20,0,2,6,2.5
VFLM 4633,17,23,1,3,5,2.875
VFLM 4633,18,18,0,4,4,2.25
VFLM 4633,19,16,0,4,4,2.0
VFLM 4633,20,20,0,6,2,2.5
VFLM 4633,21,19,1,5,3,2.375
VFLM 4633,22,15,1,3,5,1.875
VFLM 4633,23,19,1,5,3,2.375
VFLM 4633,24,23,1,5,3,2.875
VFLM 4633,25,14,0,2,6,1.75
VFLM 4633,26,18,0,6,2,2.25
VFLM 4633,27,20,0,2,6,2.5
VFLM 4633,28,23,1,3,5,2.875
VFLM 4633,29,18,0,4,4,2.25
VFLM 4633,30,16,0,4,4,2.0
VFLM 4634,1,20,0,6,2,2.5
VFLM 4634,2,19,1,3,5,2.375
VFLM 4634,3,15,1,3,5,1.875
VFLM 4634,4,19,1,5,3,2.375
VFLM 4634,5,23,1,5,3,2.875
VFLM 4634,6,14,0,2,6,1.75
VFLM 4634,7,18,0,6,2,2.25
VFLM 4634,8,20,0,2,6,2.5
VFLM 4634,9,23,1,3,5,2.875
VFLM 4634,10,18,0,4,4,2.25
VFLM 4634,11,16,0,4,4,2.0
VFLM 4634,12,23,1,3,5,2.875
VFLM 4634,13,23,1,3,5,2.875
VFLM 4634,14,19,1,3,5,2.375
VFLM 4634,15,15,1,3,5,1.875
VFLM 4634,16,19,1,5,3,2.375
VFLM 4634,17,23,1,5,3,2.875
VFLM 4634,18,14,0,2,6,1.75
VFLM 4634,19,18,0,6,2,2.25
VFLM 4634,20,20,0,2,6,2.5
VFLM 4634,21,23,1,3,5,2.875
VFLM 4634,22,18,0,4,4,2.25
VFLM 4634,23,26,0,4,4,3.25
VFLM 4634,24,23,1,3,5,2.875
VFLM 4634,25,19,1,3,5,2.375
VFLM 4634,26,15,1,3,5,1.875
VFLM 4634,27,19,1,5,3,2.375
VFLM 4634,28,26,0,4,4,3.25
VFLM 4634,29,23,1,3,5,2.875
VFLM 4634,30,19,1,3,5,2.375
VFLM 4635,1,15,1,3,5,1.875
VFLM 4635,2,19,1,5,3,2.375
VFLM 4635,3,23,1,5,3,2.875
VFLM 4635,4,14,0,2,6,1.75
VFLM 4635,5,18,0,6,2,2.25
VFLM 4635,6,20,0,2,6,2.5
VFLM 4635,7,23,1,3,5,2.875
VFLM 4635,8,20,0,4,4,2.5
VFLM 4635,9,26,0,4,4,3.25
VFLM 4635,10,23,1,3,5,2.875
VFLM 4635,11,19,1,3,5,2.375
VFLM 4635,12,15,1,3,5,1.875
VFLM 4635,13,19,1,5,3,2.375
VFLM 4635,14,23,1,5,3,2.875
VFLM 4635,15,14,0,2,6,1.75
VFLM 4635,16,18,0,6,2,2.25
VFLM 4635,17,20,0,2,6,2.5
VFLM 4635,18,20,0,4,4,2.5
VFLM 4635,19,26,0,4,4,3.25
VFLM 4635,20,23,1,3,5,2.875
VFLM 4635,21,19,1,3,5,2.375
VFLM 4635,22,15,1,3,5,1.875
VFLM 4635,23,19,1,5,3,2.375
VFLM 4635,24,23,1,5,3,2.875
VFLM 4635,25,14,0,2,6,1.75
VFLM 4635,26,18,0,6,2,2.25
VFLM 4635,27,20,0,2,6,2.5
VFLM 4635,28,25,1,7,1,3.125
VFLM 4635,29,20,0,4,4,2.5
VFLM 4635,30,26,0,4,4,3.25
VFLM 4636,1,23,1,3,5,2.875
VFLM 4636,2,19,1,3,5,2.375
VFLM 4636,3,15,1,3,5,1.875
VFLM 4636,4,19,1,5,3,2.375
VFLM 4636,5,23,1,5,3,2.875
VFLM 4636,6,14,0,2,6,1.75
VFLM 4636,7,18,0,6,2,2.25
VFLM 4636,8,25,1,7,1,3.125
VFLM 4636,9,20,0,4,4,2.5
VFLM 4636,10,26,0,4,4,3.25
VFLM 4636,11,23,1,3,5,2.875
VFLM 4636,12,19,1,3,5,2.375
VFLM 4636,13,15,1,3,5,1.875
VFLM 4636,14,19,1,5,3,2.375
VFLM 4636,15,23,1,5,3,2.875
VFLM 4636,16,14,0,2,6,1.75
VFLM 4636,17,18,0,6,2,2.25
VFLM 4636,18,22,0,4,4,2.75
VFLM 4636,19,25,1,7,1,3.125
VFLM 4636,20,20,0,4,4,2.5
VFLM 4636,21,26,0,4,4,3.25
VFLM 4636,22,23,1,3,5,2.875
VFLM 4636,23,19,1,3,5,2.375
VFLM 4636,24,15,1,3,5,1.875
VFLM 4636,25,19,1,5,3,2.375
VFLM 4636,26,23,1,5,3,2.875
VFLM 4636,27,14,0,2,6,1.75
VFLM 4636,28,22,0,4,4,2.75
VFLM 4636,29,25,1,7,1,3.125
VFLM 4636,30,20,0,4,4,2.5
VFLM 4637,1,26,0,4,4,3.25
VFLM 4637,2,23,1,3,5,2.875
VFLM 4637,3,19,1,3,5,2.375
VFLM 4637,4,15,1,3,5,1.875
VFLM 4637,5,19,1,5,3,2.375
VFLM 4637,6,23,1,5,3,2.875
VFLM 4637,7,14,0,2,6,1.75
VFLM 4637,8,18,0,4,4,2.25
VFLM 4637,9,22,0,4,4,2.75
VFLM 4637,10,25,1,7,1,3.125
VFLM 4637,11,20,0,4,4,2.5
VFLM 4637,12,26,0,4,4,3.25
VFLM 4637,13,23,1,3,5,2.875
VFLM 4637,14,19,1,3,5,2.375
VFLM 4637,15,15,1,3,5,1.875
