season_name,matchday_number,md_total_goals,md_sum_odd,md_n_odd_fixtures,md_n_even_fixtures,md_avg_goals
VFLM 3158,4,18,0,4,4,2.25
VFLM 3158,5,16,0,2,6,2.0
VFLM 3158,6,27,1,3,5,3.375
VFLM 3158,7,20,0,4,4,2.5
VFLM 3158,8,15,1,3,5,1.875
VFLM 3158,9,17,1,5,3,2.125
VFLM 3158,10,33,1,5,3,4.125
VFLM 3158,11,21,1,1,7,2.625
VFLM 3158,12,21,1,3,5,2.625
VFLM 3158,13,22,0,4,4,2.75
VFLM 3158,14,20,0,6,2,2.5
VFLM 3158,15,21,1,5,3,2.625
VFLM 3158,16,21,1,7,1,2.625
VFLM 3158,17,24,0,4,4,3.0
VFLM 3158,18,19,1,5,3,2.375
VFLM 3158,19,15,1,5,3,1.875
VFLM 3158,20,17,1,5,3,2.125
VFLM 3158,21,20,0,4,4,2.5
VFLM 3158,22,30,0,4,4,3.75
VFLM 3158,23,18,0,2,6,2.25
VFLM 3158,24,18,0,4,4,2.25
VFLM 3158,25,15,1,5,3,1.875
VFLM 3158,26,23,1,3,5,2.875
VFLM 3158,27,25,1,3,5,3.125
VFLM 3158,28,32,0,2,6,4.0
VFLM 3158,29,20,0,4,4,2.5
VFLM 3158,30,24,0,6,2,3.0
VFLM 3159,1,16,0,2,6,2.0
VFLM 3159,2,24,0,4,4,3.0
VFLM 3159,3,15,1,1,7,1.875
VFLM 3159,4,17,1,5,3,2.125
VFLM 3159,5,26,0,4,4,3.25
VFLM 3159,6,21,1,5,3,2.625
VFLM 3159,7,18,0,6,2,2.25
VFLM 3159,8,25,1,3,5,3.125
VFLM 3159,9,25,1,5,3,3.125
VFLM 3159,10,33,1,3,5,4.125
VFLM 3159,11,27,1,3,5,3.375
VFLM 3159,12,21,1,5,3,2.625
VFLM 3159,13,23,1,3,5,2.875
VFLM 3159,14,29,1,3,5,3.625
VFLM 3159,15,19,1,3,5,2.375
VFLM 3159,16,24,0,2,6,3.0
VFLM 3159,17,18,0,4,4,2.25
VFLM 3159,18,22,0,6,2,2.75
VFLM 3159,19,19,1,1,7,2.375
VFLM 3159,20,19,1,3,5,2.375
VFLM 3159,21,21,1,5,3,2.625
VFLM 3159,22,30,0,6,2,3.75
VFLM 3159,23,24,0,4,4,3.0
VFLM 3159,24,24,0,4,4,3.0
VFLM 3159,25,18,0,4,4,2.25
VFLM 3159,26,23,1,3,5,2.875
VFLM 3159,27,22,0,4,4,2.75
VFLM 3159,28,26,0,4,4,3.25
VFLM 3159,29,23,1,3,5,2.875
VFLM 3159,30,19,1,3,5,2.375
VFLM 3160,1,22,0,2,6,2.75
VFLM 3160,2,15,1,5,3,1.875
VFLM 3160,3,23,1,3,5,2.875
VFLM 3160,4,8,0,4,4,1.0
VFLM 3160,5,17,1,3,5,2.125
VFLM 3160,6,26,0,4,4,3.25
VFLM 3160,7,23,1,3,5,2.875
VFLM 3160,8,27,1,5,3,3.375
VFLM 3160,9,24,0,2,6,3.0
VFLM 3160,10,25,1,5,3,3.125
VFLM 3160,11,18,0,4,4,2.25
VFLM 3160,12,19,1,5,3,2.375
VFLM 3160,13,22,0,2,6,2.75
VFLM 3160,14,24,0,6,2,3.0
VFLM 3160,15,24,0,4,4,3.0
VFLM 3160,16,18,0,6,2,2.25
VFLM 3160,17,26,0,4,4,3.25
VFLM 3160,18,27,1,5,3,3.375
VFLM 3160,19,18,0,2,6,2.25
VFLM 3160,20,16,0,4,4,2.0
VFLM 3160,21,21,1,3,5,2.625
VFLM 3160,22,33,1,3,5,4.125
VFLM 3160,23,23,1,3,5,2.875
VFLM 3160,24,15,1,5,3,1.875
VFLM 3160,25,28,0,4,4,3.5
VFLM 3160,26,31,1,3,5,3.875
VFLM 3160,27,17,1,3,5,2.125
VFLM 3160,28,14,0,4,4,1.75
VFLM 3160,29,32,0,4,4,4.0
VFLM 3160,30,25,1,5,3,3.125
VFLM 3161,1,16,0,4,4,2.0
VFLM 3161,2,29,1,5,3,3.625
VFLM 3161,3,16,0,4,4,2.0
VFLM 3161,4,15,1,5,3,1.875
VFLM 3161,5,12,0,4,4,1.5
VFLM 3161,6,16,0,2,6,2.0
VFLM 3161,7,23,1,3,5,2.875
VFLM 3161,8,24,0,4,4,3.0
VFLM 3161,9,25,1,5,3,3.125
VFLM 3161,10,25,1,7,1,3.125
VFLM 3161,11,13,1,3,5,1.625
VFLM 3161,12,16,0,4,4,2.0
VFLM 3161,13,19,1,3,5,2.375
VFLM 3161,14,11,1,5,3,1.375
VFLM 3161,15,14,0,4,4,1.75
VFLM 3161,16,21,1,3,5,2.625
VFLM 3161,17,19,1,3,5,2.375
VFLM 3161,18,18,0,4,4,2.25
VFLM 3161,19,30,0,6,2,3.75
VFLM 3161,20,25,1,5,3,3.125
VFLM 3161,21,19,1,3,5,2.375
VFLM 3161,22,24,0,4,4,3.0
VFLM 3161,23,22,0,4,4,2.75
VFLM 3161,24,19,1,3,5,2.375
VFLM 3161,25,17,1,3,5,2.125
VFLM 3161,26,22,0,4,4,2.75
VFLM 3161,27,21,1,3,5,2.625
VFLM 3161,28,18,0,6,2,2.25
VFLM 3161,29,19,1,5,3,2.375
VFLM 3161,30,19,1,3,5,2.375
VFLM 3162,1,15,1,3,5,1.875
VFLM 3162,2,22,0,6,2,2.75
VFLM 3162,3,24,0,6,2,3.0
VFLM 3162,4,22,0,4,4,2.75
VFLM 3162,5,21,1,5,3,2.625
VFLM 3162,6,11,1,3,5,1.375
VFLM 3162,7,15,1,1,7,1.875
VFLM 3162,8,21,1,3,5,2.625
VFLM 3162,9,21,1,3,5,2.625
VFLM 3162,10,16,0,4,4,2.0
VFLM 3162,11,19,1,5,3,2.375
VFLM 3162,12,13,1,3,5,1.625
VFLM 3162,13,19,1,5,3,2.375
VFLM 3162,14,20,0,4,4,2.5
VFLM 3162,15,24,0,6,2,3.0
VFLM 3162,16,23,1,5,3,2.875
VFLM 3162,17,22,0,2,6,2.75
VFLM 3162,18,22,0,4,4,2.75
VFLM 3162,19,18,0,4,4,2.25
VFLM 3162,20,20,0,4,4,2.5
VFLM 3162,21,18,0,6,2,2.25
VFLM 3162,22,17,1,5,3,2.125
VFLM 3162,23,19,1,3,5,2.375
VFLM 3162,24,20,0,4,4,2.5
VFLM 3162,25,24,0,4,4,3.0
VFLM 3162,26,23,1,5,3,2.875
VFLM 3162,27,19,1,5,3,2.375
VFLM 3162,28,28,0,6,2,3.5
VFLM 3162,29,21,1,5,3,2.625
VFLM 3162,30,18,0,6,2,2.25
VFLM 3163,1,23,1,3,5,2.875
VFLM 3163,2,26,0,4,4,3.25
VFLM 3163,3,15,1,7,1,1.875
VFLM 3163,4,17,1,5,3,2.125
VFLM 3163,5,20,0,6,2,2.5
VFLM 3163,6,13,1,5,3,1.625
VFLM 3163,7,20,0,2,6,2.5
VFLM 3163,8,26,0,2,6,3.25
VFLM 3163,9,16,0,4,4,2.0
VFLM 3163,10,15,1,3,5,1.875
VFLM 3163,11,25,1,5,3,3.125
VFLM 3163,12,28,0,4,4,3.5
VFLM 3163,13,21,1,3,5,2.625
VFLM 3163,14,24,0,4,4,3.0
VFLM 3163,15,16,0,4,4,2.0
VFLM 3163,16,24,0,6,2,3.0
VFLM 3163,17,13,1,3,5,1.625
VFLM 3163,18,17,1,5,3,2.125
VFLM 3163,19,20,0,4,4,2.5
VFLM 3163,20,23,1,3,5,2.875
VFLM 3163,21,23,1,3,5,2.875
VFLM 3163,22,21,1,3,5,2.625
VFLM 3163,23,18,0,4,4,2.25
VFLM 3163,24,27,1,7,1,3.375
VFLM 3163,25,24,0,6,2,3.0
VFLM 3163,26,16,0,4,4,2.0
VFLM 3163,27,20,0,6,2,2.5
VFLM 3163,28,17,1,3,5,2.125
VFLM 3163,29,15,1,3,5,1.875
VFLM 3163,30,24,0,4,4,3.0
VFLM 3164,1,22,0,4,4,2.75
VFLM 3164,2,26,0,2,6,3.25
VFLM 3164,3,26,0,6,2,3.25
VFLM 3164,4,19,1,5,3,2.375
VFLM 3164,5,23,1,3,5,2.875
VFLM 3164,6,23,1,3,5,2.875
VFLM 3164,7,11,1,5,3,1.375
VFLM 3164,8,19,1,3,5,2.375
VFLM 3164,9,28,0,4,4,3.5
VFLM 3164,10,19,1,5,3,2.375
VFLM 3164,11,16,0,0,8,2.0
VFLM 3164,12,21,1,5,3,2.625
VFLM 3164,13,24,0,4,4,3.0
VFLM 3164,14,19,1,5,3,2.375
VFLM 3164,15,18,0,4,4,2.25
VFLM 3164,16,20,0,4,4,2.5
VFLM 3164,17,16,0,4,4,2.0
VFLM 3164,18,24,0,6,2,3.0
VFLM 3164,19,19,1,1,7,2.375
VFLM 3164,20,27,1,3,5,3.375
VFLM 3164,21,18,0,4,4,2.25
VFLM 3164,22,18,0,4,4,2.25
VFLM 3164,23,25,1,5,3,3.125
VFLM 3164,24,11,1,5,3,1.375
VFLM 3164,25,23,1,5,3,2.875
VFLM 3164,26,21,1,3,5,2.625
VFLM 3164,27,20,0,4,4,2.5
VFLM 3164,28,23,1,5,3,2.875
VFLM 3164,29,18,0,2,6,2.25
VFLM 3164,30,22,0,6,2,2.75
VFLM 3165,1,21,1,7,1,2.625
VFLM 3165,2,27,1,3,5,3.375
VFLM 3165,3,21,1,3,5,2.625
VFLM 3165,4,16,0,4,4,2.0
VFLM 3165,5,23,1,5,3,2.875
VFLM 3165,6,16,0,4,4,2.0
VFLM 3165,7,15,1,5,3,1.875
VFLM 3165,8,16,0,4,4,2.0
VFLM 3165,9,22,0,2,6,2.75
VFLM 3165,10,25,1,3,5,3.125
VFLM 3165,11,23,1,5,3,2.875
VFLM 3165,12,31,1,3,5,3.875
VFLM 3165,13,23,1,3,5,2.875
VFLM 3165,14,27,1,3,5,3.375
VFLM 3165,15,17,1,3,5,2.125
VFLM 3165,16,25,1,5,3,3.125
VFLM 3165,17,19,1,5,3,2.375
VFLM 3165,18,24,0,6,2,3.0
VFLM 3165,19,22,0,4,4,2.75
VFLM 3165,20,19,1,1,7,2.375
VFLM 3165,21,21,1,3,5,2.625
VFLM 3165,22,23,1,7,1,2.875
VFLM 3165,23,10,0,6,2,1.25
VFLM 3165,24,15,1,3,5,1.875
VFLM 3165,25,22,0,6,2,2.75
VFLM 3165,26,16,0,4,4,2.0
VFLM 3165,27,19,1,5,3,2.375
VFLM 3165,28,23,1,1,7,2.875
VFLM 3165,29,22,0,4,4,2.75
VFLM 3165,30,11,1,3,5,1.375
VFLM 3166,1,17,1,3,5,2.125
VFLM 3166,2,22,0,4,4,2.75
VFLM 3166,3,24,0,6,2,3.0
VFLM 3166,4,19,1,3,5,2.375
VFLM 3166,5,19,1,5,3,2.375
VFLM 3166,6,22,0,2,6,2.75
VFLM 3166,7,10,0,2,6,1.25
VFLM 3166,8,24,0,6,2,3.0
VFLM 3166,9,21,1,7,1,2.625
VFLM 3166,10,23,1,3,5,2.875
VFLM 3166,11,22,0,2,6,2.75
VFLM 3166,12,22,0,4,4,2.75
VFLM 3166,13,19,1,3,5,2.375
VFLM 3166,14,23,1,3,5,2.875
VFLM 3166,15,23,1,5,3,2.875
VFLM 3166,16,26,0,4,4,3.25
VFLM 3166,17,22,0,2,6,2.75
VFLM 3166,18,22,0,6,2,2.75
VFLM 3166,19,25,1,5,3,3.125
VFLM 3166,20,19,1,5,3,2.375
VFLM 3166,21,19,1,3,5,2.375
VFLM 3166,22,23,1,3,5,2.875
VFLM 3166,23,17,1,5,3,2.125
VFLM 3166,24,20,0,4,4,2.5
VFLM 3166,25,19,1,3,5,2.375
VFLM 3166,26,13,1,3,5,1.625
VFLM 3166,27,22,0,2,6,2.75
VFLM 3166,28,24,0,6,2,3.0
VFLM 3166,29,18,0,2,6,2.25
VFLM 3166,30,27,1,3,5,3.375
VFLM 3167,1,13,1,3,5,1.625
VFLM 3167,2,26,0,2,6,3.25
VFLM 3167,3,27,1,3,5,3.375
VFLM 3167,4,22,0,4,4,2.75
VFLM 3167,5,22,0,4,4,2.75
VFLM 3167,6,22,0,4,4,2.75
VFLM 3167,7,16,0,2,6,2.0
VFLM 3167,8,23,1,3,5,2.875
VFLM 3167,9,26,0,2,6,3.25
VFLM 3167,10,23,1,7,1,2.875
VFLM 3167,11,24,0,4,4,3.0
VFLM 3167,12,15,1,5,3,1.875
VFLM 3167,13,22,0,2,6,2.75
VFLM 3167,14,18,0,4,4,2.25
VFLM 3167,15,25,1,3,5,3.125
VFLM 3167,16,23,1,3,5,2.875
VFLM 3167,17,14,0,4,4,1.75
VFLM 3167,18,13,1,1,7,1.625
VFLM 3167,19,23,1,5,3,2.875
VFLM 3167,20,22,0,4,4,2.75
VFLM 3167,21,23,1,5,3,2.875
VFLM 3167,22,22,0,2,6,2.75
VFLM 3167,23,26,0,6,2,3.25
VFLM 3167,24,20,0,4,4,2.5
VFLM 3167,25,21,1,3,5,2.625
VFLM 3167,26,24,0,2,6,3.0
VFLM 3167,27,20,0,4,4,2.5
VFLM 3167,28,13,1,5,3,1.625
VFLM 3167,29,18,0,6,2,2.25
VFLM 3167,30,14,0,6,2,1.75
VFLM 3168,1,21,1,3,5,2.625
VFLM 3168,2,22,0,2,6,2.75
VFLM 3168,3,22,0,2,6,2.75
VFLM 3168,4,23,1,3,5,2.875
VFLM 3168,5,18,0,4,4,2.25
VFLM 3168,6,23,1,1,7,2.875
VFLM 3168,7,11,1,5,3,1.375
VFLM 3168,8,27,1,5,3,3.375
VFLM 3168,9,15,1,1,7,1.875
VFLM 3168,10,14,0,6,2,1.75
VFLM 3168,11,27,1,5,3,3.375
VFLM 3168,12,20,0,4,4,2.5
VFLM 3168,13,19,1,3,5,2.375
VFLM 3168,14,17,1,7,1,2.125
VFLM 3168,15,28,0,4,4,3.5
VFLM 3168,16,19,1,5,3,2.375
VFLM 3168,17,23,1,3,5,2.875
VFLM 3168,18,23,1,5,3,2.875
VFLM 3168,19,19,1,3,5,2.375
VFLM 3168,20,19,1,3,5,2.375
VFLM 3168,21,25,1,5,3,3.125
VFLM 3168,22,21,1,3,5,2.625
VFLM 3168,23,27,1,5,3,3.375
VFLM 3168,24,13,1,3,5,1.625
VFLM 3168,25,21,1,3,5,2.625
VFLM 3168,26,18,0,4,4,2.25
VFLM 3168,27,25,1,5,3,3.125
VFLM 3168,28,19,1,3,5,2.375
VFLM 3168,29,23,1,3,5,2.875
VFLM 3168,30,24,0,4,4,3.0
VFLM 3169,1,19,1,5,3,2.375
VFLM 3169,2,14,0,4,4,1.75
VFLM 3169,3,14,0,6,2,1.75
VFLM 3169,4,20,0,6,2,2.5
VFLM 3169,5,17,1,3,5,2.125
VFLM 3169,6,27,1,5,3,3.375
VFLM 3169,7,21,1,3,5,2.625
VFLM 3169,8,20,0,2,6,2.5
VFLM 3169,9,21,1,7,1,2.625
VFLM 3169,10,20,0,4,4,2.5
VFLM 3169,11,22,0,4,4,2.75
VFLM 3169,12,16,0,2,6,2.0
VFLM 3169,13,24,0,4,4,3.0
VFLM 3169,14,17,1,5,3,2.125
VFLM 3169,15,20,0,2,6,2.5
VFLM 3169,16,16,0,4,4,2.0
VFLM 3169,17,24,0,4,4,3.0
VFLM 3169,18,19,1,5,3,2.375
VFLM 3169,19,30,0,6,2,3.75
VFLM 3169,20,19,1,3,5,2.375
VFLM 3169,21,24,0,2,6,3.0
VFLM 3169,22,19,1,3,5,2.375
VFLM 3169,23,15,1,5,3,1.875
VFLM 3169,24,21,1,5,3,2.625
VFLM 3169,25,15,1,1,7,1.875
VFLM 3169,26,24,0,6,2,3.0
VFLM 3169,27,18,0,4,4,2.25
VFLM 3169,28,22,0,4,4,2.75
VFLM 3169,29,17,1,3,5,2.125
VFLM 3169,30,20,0,4,4,2.5
VFLM 3170,1,21,1,3,5,2.625
VFLM 3170,2,16,0,2,6,2.0
VFLM 3170,3,19,1,5,3,2.375
VFLM 3170,4,18,0,4,4,2.25
VFLM 3170,5,25,1,3,5,3.125
VFLM 3170,6,29,1,3,5,3.625
VFLM 3170,7,28,0,4,4,3.5
VFLM 3170,8,17,1,5,3,2.125
VFLM 3170,9,25,1,5,3,3.125
VFLM 3170,10,19,1,5,3,2.375
VFLM 3170,11,21,1,3,5,2.625
VFLM 3170,12,25,1,3,5,3.125
VFLM 3170,13,17,1,3,5,2.125
VFLM 3170,14,23,1,3,5,2.875
VFLM 3170,15,23,1,5,3,2.875
VFLM 3170,16,17,1,3,5,2.125
VFLM 3170,17,15,1,5,3,1.875
VFLM 3170,18,30,0,2,6,3.75
VFLM 3170,19,20,0,4,4,2.5
VFLM 3170,20,17,1,3,5,2.125
VFLM 3170,21,19,1,7,1,2.375
VFLM 3170,22,22,0,4,4,2.75
VFLM 3170,23,24,0,6,2,3.0
VFLM 3170,24,30,0,4,4,3.75
VFLM 3170,25,22,0,6,2,2.75
VFLM 3170,26,13,1,3,5,1.625
VFLM 3170,27,13,1,5,3,1.625
VFLM 3170,28,16,0,4,4,2.0
VFLM 3170,29,17,1,5,3,2.125
VFLM 3170,30,23,1,5,3,2.875
VFLM 3171,1,24,0,2,6,3.0
VFLM 3171,2,22,0,4,4,2.75
VFLM 3171,3,16,0,2,6,2.0
VFLM 3171,4,19,1,3,5,2.375
VFLM 3171,5,24,0,6,2,3.0
VFLM 3171,6,17,1,3,5,2.125
VFLM 3171,7,21,1,3,5,2.625
VFLM 3171,8,20,0,2,6,2.5
VFLM 3171,9,18,0,4,4,2.25
VFLM 3171,10,16,0,2,6,2.0
VFLM 3171,11,16,0,6,2,2.0
VFLM 3171,12,16,0,6,2,2.0
VFLM 3171,13,14,0,4,4,1.75
VFLM 3171,14,22,0,4,4,2.75
VFLM 3171,15,18,0,4,4,2.25
VFLM 3171,16,21,1,3,5,2.625
VFLM 3171,17,18,0,2,6,2.25
VFLM 3171,18,22,0,6,2,2.75
VFLM 3171,19,18,0,4,4,2.25
VFLM 3171,20,10,0,2,6,1.25
VFLM 3171,21,22,0,2,6,2.75
VFLM 3171,22,24,0,6,2,3.0
VFLM 3171,23,22,0,4,4,2.75
VFLM 3171,24,19,1,5,3,2.375
VFLM 3171,25,25,1,3,5,3.125
VFLM 3171,26,18,0,6,2,2.25
VFLM 3171,27,13,1,3,5,1.625
VFLM 3171,28,23,1,5,3,2.875
VFLM 3171,29,16,0,2,6,2.0
VFLM 3171,30,25,1,3,5,3.125
VFLM 3172,1,20,0,6,2,2.5
VFLM 3172,2,24,0,6,2,3.0
VFLM 3172,3,16,0,6,2,2.0
VFLM 3172,4,16,0,6,2,2.0
VFLM 3172,5,22,0,4,4,2.75
VFLM 3172,6,23,1,3,5,2.875
VFLM 3172,7,18,0,4,4,2.25
VFLM 3172,8,15,1,3,5,1.875
VFLM 3172,9,20,0,2,6,2.5
VFLM 3172,10,18,0,6,2,2.25
VFLM 3172,11,22,0,4,4,2.75
VFLM 3172,12,21,1,3,5,2.625
VFLM 3172,13,20,0,2,6,2.5
VFLM 3172,14,15,1,5,3,1.875
VFLM 3172,15,21,1,3,5,2.625
VFLM 3172,16,19,1,5,3,2.375
VFLM 3172,17,33,1,5,3,4.125
VFLM 3172,18,16,0,6,2,2.0
VFLM 3172,19,15,1,3,5,1.875
VFLM 3172,20,24,0,2,6,3.0
VFLM 3172,21,18,0,4,4,2.25
VFLM 3172,22,20,0,6,2,2.5
VFLM 3172,23,23,1,3,5,2.875
VFLM 3172,24,15,1,5,3,1.875
VFLM 3172,25,27,1,5,3,3.375
VFLM 3172,26,26,0,4,4,3.25
VFLM 3172,27,17,1,3,5,2.125
VFLM 3172,28,23,1,3,5,2.875
VFLM 3172,29,13,1,3,5,1.625
VFLM 3172,30,16,0,8,0,2.0
VFLM 3173,1,23,1,3,5,2.875
VFLM 3173,2,29,1,1,7,3.625
VFLM 3173,3,14,0,4,4,1.75
VFLM 3173,4,19,1,7,1,2.375
VFLM 3173,5,19,1,5,3,2.375
VFLM 3173,6,22,0,2,6,2.75
VFLM 3173,7,26,0,2,6,3.25
VFLM 3173,8,18,0,2,6,2.25
VFLM 3173,9,24,0,2,6,3.0
VFLM 3173,10,19,1,5,3,2.375
VFLM 3173,11,21,1,3,5,2.625
VFLM 3173,12,20,0,4,4,2.5
VFLM 3173,13,15,1,3,5,1.875
VFLM 3173,14,27,1,3,5,3.375
VFLM 3173,15,17,1,3,5,2.125
VFLM 3173,16,21,1,5,3,2.625
VFLM 3173,17,30,0,6,2,3.75
VFLM 3173,18,18,0,6,2,2.25
VFLM 3173,19,26,0,4,4,3.25
VFLM 3173,20,25,1,5,3,3.125
VFLM 3173,21,26,0,2,6,3.25
VFLM 3173,22,18,0,4,4,2.25
VFLM 3173,23,18,0,4,4,2.25
VFLM 3173,24,22,0,6,2,2.75
VFLM 3173,25,12,0,6,2,1.5
VFLM 3173,26,20,0,4,4,2.5
VFLM 3173,27,21,1,3,5,2.625
VFLM 3173,28,24,0,6,2,3.0
VFLM 3173,29,21,1,5,3,2.625
VFLM 3173,30,24,0,4,4,3.0
VFLM 3174,1,26,0,4,4,3.25
VFLM 3174,2,18,0,2,6,2.25
VFLM 3174,3,25,1,3,5,3.125
VFLM 3174,4,34,0,2,6,4.25
VFLM 3174,5,19,1,3,5,2.375
VFLM 3174,6,24,0,6,2,3.0
VFLM 3174,7,17,1,5,3,2.125
VFLM 3174,8,22,0,4,4,2.75
VFLM 3174,9,20,0,2,6,2.5
VFLM 3174,10,24,0,6,2,3.0
VFLM 3174,11,18,0,2,6,2.25
VFLM 3174,12,26,0,4,4,3.25
VFLM 3174,13,14,0,4,4,1.75
VFLM 3174,14,16,0,6,2,2.0
VFLM 3174,15,25,1,1,7,3.125
VFLM 3174,16,21,1,3,5,2.625
VFLM 3174,17,18,0,4,4,2.25
VFLM 3174,18,14,0,4,4,1.75
VFLM 3174,19,19,1,3,5,2.375
VFLM 3174,20,18,0,4,4,2.25
VFLM 3174,21,19,1,5,3,2.375
VFLM 3174,22,24,0,0,8,3.0
VFLM 3174,23,17,1,3,5,2.125
VFLM 3174,24,21,1,3,5,2.625
VFLM 3174,25,13,1,1,7,1.625
VFLM 3174,26,27,1,1,7,3.375
VFLM 3174,27,22,0,4,4,2.75
VFLM 3174,28,21,1,3,5,2.625
VFLM 3174,29,26,0,2,6,3.25
VFLM 3174,30,20,0,4,4,2.5
VFLM 3188,1,19,1,5,3,2.375
VFLM 3188,2,21,1,5,3,2.625
VFLM 3188,3,22,0,4,4,2.75
VFLM 3188,4,30,0,2,6,3.75
VFLM 3188,5,14,0,6,2,1.75
VFLM 3188,6,18,0,4,4,2.25
VFLM 3188,7,27,1,1,7,3.375
VFLM 3188,8,21,1,3,5,2.625
VFLM 3188,9,24,0,4,4,3.0
VFLM 3188,10,26,0,2,6,3.25
VFLM 3188,11,14,0,4,4,1.75
VFLM 3188,12,19,1,3,5,2.375
VFLM 3188,13,18,0,6,2,2.25
VFLM 3188,14,17,1,5,3,2.125
VFLM 3188,15,30,0,4,4,3.75
VFLM 3188,16,23,1,5,3,2.875
VFLM 3188,17,16,0,4,4,2.0
VFLM 3188,18,11,1,7,1,1.375
VFLM 3188,19,19,1,3,5,2.375
VFLM 3188,20,20,0,2,6,2.5
VFLM 3188,21,22,0,6,2,2.75
VFLM 3188,22,21,1,3,5,2.625
VFLM 3188,23,11,1,3,5,1.375
VFLM 3188,24,26,0,6,2,3.25
VFLM 3188,25,27,1,5,3,3.375
VFLM 3188,26,21,1,5,3,2.625
VFLM 3188,27,18,0,4,4,2.25
VFLM 3188,28,22,0,4,4,2.75
VFLM 3188,29,15,1,3,5,1.875
VFLM 3188,30,19,1,5,3,2.375
VFLM 3189,1,25,1,5,3,3.125
VFLM 3189,2,20,0,4,4,2.5
VFLM 3189,3,22,0,4,4,2.75
VFLM 3189,4,16,0,6,2,2.0
VFLM 3189,5,24,0,2,6,3.0
VFLM 3189,6,26,0,6,2,3.25
VFLM 3189,7,17,1,3,5,2.125
VFLM 3189,8,13,1,3,5,1.625
VFLM 3189,9,22,0,4,4,2.75
VFLM 3189,10,29,1,5,3,3.625
VFLM 3189,11,18,0,2,6,2.25
VFLM 3189,12,24,0,4,4,3.0
VFLM 3189,13,22,0,4,4,2.75
VFLM 3189,14,15,1,3,5,1.875
VFLM 3189,15,30,0,6,2,3.75
VFLM 3189,16,22,0,4,4,2.75
VFLM 3189,17,21,1,1,7,2.625
VFLM 3189,18,26,0,6,2,3.25
VFLM 3189,19,26,0,6,2,3.25
VFLM 3189,20,22,0,2,6,2.75
VFLM 3189,21,18,0,4,4,2.25
VFLM 3189,22,26,0,4,4,3.25
VFLM 3189,23,21,1,3,5,2.625
VFLM 3189,24,26,0,4,4,3.25
VFLM 3189,25,21,1,3,5,2.625
VFLM 3189,26,26,0,6,2,3.25
VFLM 3189,27,23,1,3,5,2.875
VFLM 3189,28,22,0,2,6,2.75
VFLM 3189,29,18,0,2,6,2.25
VFLM 3189,30,17,1,5,3,2.125
VFLM 3190,1,16,0,4,4,2.0
VFLM 3190,2,22,0,4,4,2.75
VFLM 3190,3,14,0,2,6,1.75
VFLM 3190,4,22,0,4,4,2.75
VFLM 3190,5,22,0,4,4,2.75
VFLM 3190,6,21,1,5,3,2.625
VFLM 3190,7,24,0,2,6,3.0
VFLM 3190,8,26,0,2,6,3.25
VFLM 3190,9,19,1,5,3,2.375
VFLM 3190,10,29,1,1,7,3.625
VFLM 3190,11,18,0,6,2,2.25
VFLM 3190,12,21,1,7,1,2.625
VFLM 3190,13,25,1,5,3,3.125
VFLM 3190,14,20,0,4,4,2.5
VFLM 3190,15,25,1,5,3,3.125
VFLM 3190,16,21,1,5,3,2.625
VFLM 3190,17,19,1,5,3,2.375
VFLM 3190,18,19,1,3,5,2.375
VFLM 3190,19,24,0,4,4,3.0
VFLM 3190,20,23,1,3,5,2.875
VFLM 3190,21,17,1,5,3,2.125
VFLM 3190,22,20,0,6,2,2.5
VFLM 3190,23,26,0,4,4,3.25
VFLM 3190,24,27,1,3,5,3.375
VFLM 3190,25,21,1,5,3,2.625
VFLM 3190,26,18,0,4,4,2.25
VFLM 3190,27,24,0,2,6,3.0
VFLM 3190,28,20,0,4,4,2.5
VFLM 3190,29,23,1,5,3,2.875
VFLM 3190,30,24,0,4,4,3.0
VFLM 3191,1,17,1,5,3,2.125
VFLM 3191,2,11,1,3,5,1.375
VFLM 3191,3,14,0,2,6,1.75
VFLM 3191,4,26,0,2,6,3.25
VFLM 3191,5,16,0,4,4,2.0
VFLM 3191,6,21,1,3,5,2.625
VFLM 3191,7,17,1,5,3,2.125
VFLM 3191,8,15,1,5,3,1.875
VFLM 3191,9,18,0,4,4,2.25
VFLM 3191,10,26,0,6,2,3.25
VFLM 3191,11,19,1,1,7,2.375
VFLM 3191,12,21,1,3,5,2.625
VFLM 3191,13,26,0,2,6,3.25
VFLM 3191,14,26,0,4,4,3.25
VFLM 3191,15,19,1,3,5,2.375
VFLM 3191,16,24,0,4,4,3.0
VFLM 3191,17,20,0,4,4,2.5
VFLM 3191,18,15,1,1,7,1.875
VFLM 3191,19,18,0,4,4,2.25
VFLM 3191,20,22,0,6,2,2.75
VFLM 3191,21,20,0,4,4,2.5
VFLM 3191,22,25,1,5,3,3.125
VFLM 3191,23,22,0,4,4,2.75
VFLM 3191,24,29,1,3,5,3.625
VFLM 3191,25,20,0,4,4,2.5
VFLM 3191,26,19,1,3,5,2.375
VFLM 3191,27,26,0,4,4,3.25
VFLM 3191,28,24,0,6,2,3.0
VFLM 3191,29,22,0,2,6,2.75
VFLM 3191,30,25,1,1,7,3.125
VFLM 3192,1,16,0,6,2,2.0
VFLM 3192,2,19,1,3,5,2.375
VFLM 3192,3,26,0,2,6,3.25
VFLM 3192,4,17,1,7,1,2.125
VFLM 3192,5,25,1,7,1,3.125
VFLM 3192,6,15,1,3,5,1.875
