event_id,actual_odd,total_goals,p_odd_from_correct_score,cs_lines,p_odd_oe_market,p_odd_exact_goals,p_over25,gap_cs_minus_oe,cs_pick_odd,oe_pick_odd
vf:match:1404272192,1,1,0.4613669565773997,16,0.45833333333333337,0.44387190830063783,0.527027027027027,0.003033623244066308,0,0
vf:match:1404272184,0,4,0.5606934994124482,16,0.5342465753424658,0.5235832078864368,0.527027027027027,0.02644692406998239,1,1
vf:match:1404272169,0,2,0.5057037526086452,16,0.48611111111111105,0.46797842763476105,0.625,0.019592641497534147,1,0
vf:match:1404272167,1,1,0.5144188368074768,16,0.5068493150684932,0.4934646719557167,0.5,0.00756952173898362,1,1
vf:match:1404272157,0,4,0.49696332419420386,16,0.5138888888888888,0.48640564164548,0.56,-0.01692556469468498,0,1
vf:match:1404272149,1,3,0.4979455716846804,16,0.48611111111111105,0.4849714221983716,0.5066666666666666,0.01183446057356935,0,0
vf:match:1404272146,0,4,0.4724879475767577,16,0.4794520547945205,0.4745344332603396,0.36250000000000004,-0.006964107217762805,0,0
vf:match:1404272137,0,4,0.4907451715934125,16,0.4794520547945205,0.47211945330604843,0.5,0.011293116798892,0,0
vf:match:1404272135,1,1,0.5033671220052108,16,0.5,0.48860547376624314,0.5466666666666666,0.003367122005210832,1,1
vf:match:1404269044,1,3,0.4702352511012854,16,0.45833333333333337,0.4398382534753619,0.5135135135135135,0.01190191776795202,0,0
vf:match:1404269041,0,2,0.4731220854465033,16,0.4722222222222222,0.46223974455051975,0.56,0.0008998632242810944,0,0
vf:match:1404269040,1,1,0.5185238317011915,16,0.5138888888888888,0.5117031103086741,0.38461538461538464,0.0046349428123027,1,1
vf:match:1404269037,0,2,0.5025694267693319,16,0.5,0.49557757591948803,0.35802469135802467,0.0025694267693319173,1,1
vf:match:1404269031,1,3,0.48944645603190773,16,0.49315068493150677,0.49063614744351963,0.36250000000000004,-0.003704228899599038,0,0
vf:match:1404269029,0,2,0.47254061616804466,16,0.4794520547945205,0.46380454132689725,0.56,-0.006911438626475863,0,0
vf:match:1404269027,0,2,0.5078775574330576,16,0.5,0.502357355448867,0.47297297297297297,0.007877557433057625,1,1
vf:match:1404269026,0,4,0.5001569164475845,16,0.48611111111111105,0.4671808843840331,0.56,0.014045805336473483,1,0
vf:match:1404269025,0,2,0.4881094072448773,16,0.4657534246575343,0.44579658143570194,0.56,0.022355982587343004,0,0
vf:match:1404269023,0,0,0.4833365779010834,16,0.4722222222222222,0.4680528449145761,0.38961038961038963,0.01111435567886121,0,0
